"Source","HusbandName","HusbandTribe","HusbandSubtribe1","HusbandSubtribe2","HusbandSubtrib3","HusbandSubtribe4","HusbandGeneration","WifeName","WifeTribe","WifeSubtribe1","WifeSubtribe2","WifeSubtrib3","WifeSubtrib4","Generation wife","Sons","Daughters","H Lat","H Lng","W Lat","W Lng"
"NQ218","ابو وهب بن عمرو بن عائذ بن عمران بن مخزوم","Quraysh","Makhzum",,,,4,"فاختة بنت عامر بن قرط (بن سلمة بن قشير) القشيرى","Qays Aylan","Amir b. Sa'sa'a","Qushayr",,,,2,,,,,
"NQ346","ابو وهب بن عمرو بن عائذ بن عمران بن مخزوم","Quraysh","Makhzum",,,,4,"فاختة بنت عامر بن قرط بن سلمة بن قشير","Qays Aylan","Amir b. Sa'sa'a","Qushayr",,,,3,,,,,
"NQ322","الوليد بن المغيرة","Quraysh","Makhzum",,,,4,"عصماء بنت الحارث بن حزم بن بجير بن الهزم","Qays Aylan","Amir b. Sa'sa'a","Hilal",,,,1,,,,,
"NQ303","هشام بن المغيرة بن عبد الله بن عمر بن مخزوم بن يقظة بن مرة بن كعب بن لؤى بن غالب بن فهر","Quraysh","Makhzum",,,,4,"ضباعة بنت عامر بن قرط بن سلمة بن قشير","Qays Aylan","Amir b. Sa'sa'a","Qushayr",,,,1,,,,,
"NQ401","الحارث بن قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,4,"بنت حرثان بن حبيب بن سواءة بن عمار بن صعصعة","Qays Aylan","Amir b. Sa'sa'a",,,,,1,,,,,
"NQ38","تمام بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,5,"Unnamed woman","Qays Aylan","Amir b. Sa'sa'a","Hilal",,,,3,,,,,
"NQ31","عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,5,"القرعة بنت قطن بن الحارث بن حزن بن بخير بن الهزم بن رويبة بن عبد الله بن هلال بن عامر بن صعصعة","Qays Aylan","Amir b. Sa'sa'a",,,,,2,1,,,,
"NQ84","عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,5,"رابطة بنت عمرو من بنو نفيل بن عمرو بن كلاب","Qays Aylan","Amir b. Sa'sa'","Nufayl b. Amru b. Kilab",,,,,,,,,
"NQ84","عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,5,"Unnamed of Abu Bakr b. Kilab b. Rabi'a","Qays Aylan","Amir b. Sa'sa'","Abu Bakr b. Kilab b. Rabi'a",,,,2,,,,,
"NQ43","على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,5,"ام البنين بنت حزام بن خالد بن ربيعة بن لوحيد بن كعب بن عامر بن كلاب بن ربيعة (بن عامر بن صعصعة)","Qays Aylan","Amir b. Sa'sa'a",,,,,4,,,,,
"NQ121","محمد النبى","Quraysh","Qusayy","Hashim",,,5,"ميمونة بنت الحارث بن حزن بن بجير بن الهزم بن رويبة بن عبد الله بن هلال بن عامر (بن صعصعةNQ 31, 37)","Qays Aylan","Amir b. Sa'sa'a",,,,,,,,,,
"NQ37","معبد بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,5,"ام جميل بنت السائب بن الحارث بن حزن بن بجير بن الهزم بن رويبة بن عبد الله بن هلال بن عامر بن صعصعة","Qays Aylan","Amir b. Sa'sa'a","Hilal",,,,1,1,,,,
"NQ99","ابو عمرو بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad",,,5,"آمنة بنت ابان بن كليب بن ربيعة بن عامر بن صعصعة بن معاوية بن بكر بن هوازن","Qays Aylan","Amir b. Sa'sa'a",,,,,,,,,,
"NQ311","ابو جهل بن هشام بن المغيرة","Quraysh","Makhzum",,,,5,"ام مجالد","Qays Aylan","Amir b. Sa'sa'a","Hilal",,,,1,,,,,
"NQ333","السائب بن ابو السائب بن عائد بن عبد الله بن عمر بن مخزوم","Quraysh","Makhzum",,,,5,"رملة بنت عروة بن ذى البردين/ربيعة بن رياح بن ابو ربيعة بن عبد مناف بن هلال بن عامر","Qays Aylan","Amir b. Sa'sa'a",,,,,3,,,,,
"NQ202","عدي الاصغر بن الخيار بن عدي بن نوفل بن عبد مناف","Quraysh","Qusayy",,,,5,"Woman of Banu Hilal","Qays Aylan","Amir b. Sa'sa'a","Hilal",,,,2,,,,,
"NQ232","عبد الله بن حكيم بن حزام بن خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,6,"سارة بنت الضحاك بن سفيان (بن عوف بن كعب بن أبي بكر بن كلاب)","Qays Aylan","Amir b. Sa'sa'a","Kilab b. Rabi'a",,,,1,,,,,
"NQ29","على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,6,"Unnamed woman","Qays Aylan","Amir b. Sa'sa'a","Ka'b","Harish",,,1,,,,,
"NQ161","مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",,6,"قطية بنت بشر بن عامر ملاعب الاسنة بن مالك بن جعفر بن كلاب","Qays Aylan","Amir b. Sa'sa'a","Malik of Ja'far of Kilab",,,,1,,,,,
"NQ288","عبد الرحمن بن عثمان  بن عبيد الله بن عثمان بن عمرو بن كعب بن سعد بن تيم بن مرة","Quraysh","Taym b. Murra",,,,6,"بنت الحصين بن عبد الله بن الاعلاعلم بن الخليع بن الربيع من بنو عقيل","Qays Aylan","Amir b. Sa'sa'a","Uqayl",,,,1,,,,,
"NQ235","خارجة بن عبد الله بن عبد الرحمن بن العوام بن خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,7,"بنت سهيل بن حنطلة بن طفيل بن مالك بن جعفر بن كلاب","Qays Aylan","Amir b. Sa'sa'a","Malik of Ja'far of Kilab",,,,2,,,,,
"NQ180"," سعيد بن العاصى بن سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,,7,"ام سلمة بنت حبيب بن بجير بن عامر بن مالك بن جعفر بن كلاب","Qays Aylan","Amir b. Sa'sa'a","Malik of Ja'far of Kilab",,,,1,,,,,
"NQ181"," سعيد بن العاصى بن سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,,7,"بنت سلمة بن قيس بن علاثة بن عوف بن الاحوص بن جعفر","Qays Aylan","Amir b. Sa'sa'a","Kilab b. Rabi'a",,,,1,,,,,
"NQ168","عبد العزيز بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,7,"ليلى بنت سهيل بن حنظلة بن الطفيل بن مالك بن جعفر بن كلاب","Qays Aylan","Amir b. Sa'sa'a","Malik of Ja'far of Kilab",,,,,1,,,,
"NQ235","عبد العزيز بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,7,"بنت سهيل بن حنطلة بن طفيل بن مالك بن جعفر بن كلاب","Qays Aylan","Amir b. Sa'sa'a","Malik of Ja'far of Kilab",,,,,1,,,,
"NQ363","عبد الرحمن بن زيد بن الخطاب","Quraysh","Adi b. Ka'b",,,,7,"ميمونة بنت بشر بن معاوية بن ثور من بنو البكاء بن عامر","Qays Aylan","Amir b. Sa'sa'a","Al-Bakka'",,,,2,,,,,
"NQ368","محمد بن عبد الله بن عمرو بن المؤمل بن حبيب بن تميم بن عبد الله بن قرط","Quraysh","Adi b. Ka'b",,,,7,"ام هلال بنت ابو بكر بن غالب بن مالك بن عبد الله بن ربيعة من بنو هلال","Qays Aylan","Amir b. Sa'sa'a","Hilal  ",,,,,,,,,
"NQ310","المغیرة بن عبد الرحمن بن الحارث","Quraysh","Makhzum",,,,7,"ام البنين بنت عبد الله بن حنظلة بن عتبة بن مالك بن جعفر بن كلاب","Qays Aylan","Amir b. Sa'sa'a","Malik of Ja'far of Kilab",,,,,1,,,,
"NQ345","جعفر بن جعدة بن هبيرة بن ابو وهب بن عمرو بن عائذ بن عمران بن مخزوم","Quraysh","Makhzum",,,,7,"ام سلمة من بنو قشير","Qays Aylan","Amir b. Sa'sa'a","Qushayr",,,,1,,,,,
"NQ309","عمر بن عبد الرحمن بن الحارث بن هشام بن المغيرة بن عبد الله بن عمر بن مخزوم بن يقظة بن مرة بن كعب بن لؤى بن غالب بن فهر","Quraysh","Makhzum",,,,7,"غلاب بنت عبد الله بن وقاص الكلابى","Qays Aylan","Amir b. Sa'sa'a","Kilab  ",,,,1,,,,,
"NQ150","عبد الله بن عامر بن كريز بن ربيعة بن حبيب بن عبد شمس","Quraysh","Qusayy",,,,7,"امة الله بنت الوارث بن الحارث بن ربيعة بن خويلد بن نفيل بن عمرو بن كلاب","Qays Aylan","Amir b. Sa'sa'a","Nufayl b. Amru b. Kilab",,,,,1,,,,
"NQ84","نافع بن عروة بن نافع بن عتبة بن ابو وقاص","Quraysh","Zuhra",,,,7,"Unnamed of Abu Bakr b. Kilab b. Rabi'a","Qays Aylan","Amir b. Sa'sa'","Abu Bakr b. Kilab b. Rabi'a",,,,1,,,,,
"NQ56","الحسن بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,"Unnamed - من ولد عامر بن مالك بن جعفر بن كلاب","Qays Aylan","Amir b. Sa'sa'a","Malik of Ja'far of Kilab",,,,3,,,,,
"NQ330","يعقوب بن سلمة بن عبد الله بن الوليد بن الوليد بن المغيرة","Quraysh","Makhzum",,,,8,"هند بنت عبد الله بن جبار بن سلمى بن مالك بن جعفر بن كلاب","Qays Aylan","Amir b. Sa'sa'a","Malik of Ja'far of Kilab",,,,,1,,,,
"NQ56","اسماعيل بن ابراهيم بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"Unnamed woman - من بنو هلال بن عامر","Qays Aylan","Amir b. Sa'sa'a","Hilal",,,,1,,,,,
"NQ55","ابراهيم بن محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,"Unnamed woman of Banu Ja'far b. Kilab","Qays Aylan","Amir b. Sa'sa'a","Ja'far b. Kilab",,,,1,,,,,
"NQ359","عبد الله بن عبد العزيز بن عبد الله بن عبد الله بن عمر بن الخطاب بن نفيل بن عبد العزى بن رياح بن عبد الله بن قرط بن رزاح بن عدى بن كعب بن لؤى بن غالب بن فهر","Quraysh","Adi b. Ka'b",,,,10,"امة الكريم بنت عبد الملك من بنو هلال بن عامر","Qays Aylan","Amir b. Sa'sa'a","Hilal",,,,1,,,,,
"NQ14","حوزة بن عمرو بن سلول/مرّة بن صعصعة بن معاوية بن بكر بن هوازن بن (منصور بن عكرمة بن خصفة بن قيس بن عيلان بن مضر EI2 Hawazin)","Qays Aylan","Hawazin","Murra",,,,"حبيبة بنت عبد الله بن هلال بن عامر بن صعصعة","Qays Aylan","Amir b. Sa'sa'a  ",,,,,,1,,,,
"NQ18","حذيفة بن اقيس بن عامر بن بياضة بن سبيع بن جعثمة بن سعد بن مليح بن عمرو بن ربيعة من خزاعة","Khuza'a",,,,,,"صفية بنت جندب بن حجير بن رئاب بن حبيب بن سواءة بن عامر بن صعصعة بن معاوية بن بكر بن هوازن","Qays Aylan","Amir b. Sa'sa'a  ",,,,,1,,,,,
"NQ401","عمرو","Tamim",,,,,,"بنت حرثان بن حبيب بن سواءة بن عمار بن صعصعة","Qays Aylan","Amir b. Sa'sa'a",,,,,1,,,,,
