"Source","HusbandName","HusbandTribe","HusbandSubtribe1","HusbandSubtribe2","HusbandSubtrib3","HusbandSubtribe4","HusbandGeneration","WifeName","WifeTribe","WifeSubtribe1","WifeSubtribe2","WifeSubtrib3","WifeSubtrib4","Generation wife","Sons","Daughters","H Lat","H Lng","W Lat","W Lng"
"NQ267","عياش بن ابو ربيعة بن المغيرة بن عبد الله بن عمرو بن مخزوم","Quraysh","Makhzum",,,,5,"اسماء بنت سلامة بن مخرمة بن جندل بن نهشل بن دارم","Tamim","Darim","Nahshal",,,,1,,,,,
"NQ319","عياش بن ابو ربیعة بن المغيرة بن عبد الله بن عمر بن مخزوم","Quraysh","Makhzum",,,,5,"اسماء بنت سلامة بن مخرمة بن جندل بن نهشل بن دارم","Tamim","Darim","Nahshal",,,,1,,,,,
"NQ44","على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,5,"ليلة بنت مسعود بن خالد بن مالك بن ربعى بن سلمى بن جندل بن نشهل بن دارم","Tamim ",,,,,,1,,,,,
"NQ83","على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,5,"ليلى بنت مسعود بن خالد بن مالك بن ربعى بن سلمى بن جندل بن نشهل","Tamim ",,,,,,2,,,,,
"NQ150","عبد الرحمن بن سمرة بن حبيب بن عبد شمس","Quraysh","Qusayy",,,,5,"بنت ضرار بن القعقاع بن معبد بن زرارة","Tamim",,,,,,1,,,,,
"NQ204","نافع بن طريف بن عمرو بن نوفل بن عبد مناف","Quraysh","Qusayy",,,,5,"غنية بنت ابو اهاب بن عزيز بن قيس بن سويد بن ربيعة بن زيد بن عبد الله بن دارم","Tamim","Darim",,,,,3,1,,,,
"NQ281","طلحة بن عبيد الله بن عثمان بن عمرو بن كعب بن سعد بن تيم","Quraysh","Taym b. Murra",,,,5,"خولة بنت القعقاع بن (بن معبد) زرارة","Tamim",,,,,,1,,,,,
"NQ370","طلحة بن عبيد الله بن عثمان بن عمرو بن كعب بن سعد بن تيم","Quraysh","Taym b. Murra",,,,5,"خولة بنت القعقاع بن معبد بن زرارة","Tamim",,,,,,1,,,,,
"NQ267","عبد الرحمن بن عوف بن عبد عوف بن عبد بن الحارث","Quraysh","Zuhra",,,,5,"اسماء بنت سلامة بن مخرمة بن جندل بن نهشل بن دارم","Tamim","Darim","Nahshal",,,,1,,,,,
"NQ319","عبد الله بن عياش بن ابو ربیعة بن المغيرة بن عبد الله بن عمر بن مخزوم","Quraysh","Makhzum",,,,6,"هند بنت مطرف بن سلامة بن مخرمة بن جندل بن نهشل بن دارم","Tamim","Darim","Nahshal",,,,1,,,,,
"NQ31","عباس/العنق بن عبد الله بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,6,"مريم بنت عباد بن مسعود بن خالد بن مالك بن ربعى بن سلمى بن جندل بن نشهل بن دارم","Tamim ",,,,,,,,,,,
"NQ44","عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"ليلة بنت مسعود بن خالد بن مالك بن ربعى بن سلمى بن جندل بن نشهل بن دارم","Tamim",,,,,,1,2,,,,
"NQ83","عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"ليلى بنت مسعود بن خالد بن مالك بن ربعى بن سلمى بن جندل بن نشهل","Tamim ",,,,,,4,2,,,,
"NQ170","الحارث بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,6,"المفداة بنت ازبرقان بن بدر بن امرئ القيس بن خلف بن بهدلة بن عوف بن كعب بن سعد بن زيد مناة بن تميم","Tamim","Zayd Mana'a",,,,,4,,,,,
"NQ132","عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,6,"حكيمة بنت يعلى بن امية","Tamim ",,,,,5,3,,,,,
"NQ193","عبد الرحمن بن عتاب بن اسيد بن ابو العيص بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad",,,7,"بنت ابو اهاب بن عزيز (بن قيس بن سويد بن ربيعة بن زيد بن عبد الله بن دارم)","Tamim",,,,,,1,,,,,
"NQ319","عبد الله بن الحارث بن عبدالله بن عياش بن ابو ربیعة بن المغيرة بن عبد الله بن عمر بن مخزوم","Quraysh","Makhzum",,,,8,"ام ابان بنت مطرف بن سلامة بن مخرمة بن جندل بن نهشل بن دارم","Tamim","Darim","Nahshal",,,,1,,,,,
"NQ315","عبد الرحمن بن هشام بن يحيى بن هشام بن العاصى بن هشام بن المغيرة","Quraysh","Makhzum",,,,9,"ام ابان بنت عبد الحميد بن عباد بن مطرف بن سلامة من بنو مخرمة","Tamim","Makhrama",,,,,1,,,,,
"NQ55","الحسن بن ابراهيم بن محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",11,"Unnamed woman - zuima min Banu Tamim","Tamim  ",,,,,,1,,,,,
