"Source","HusbandName","HusbandTribe","HusbandSubtribe1","HusbandSubtribe2","HusbandSubtrib3","HusbandSubtribe4","HusbandGeneration","WifeName","WifeTribe","WifeSubtribe1","WifeSubtribe2","WifeSubtrib3","WifeSubtrib4","Generation wife","Sons","Daughters","H Lat","H Lng","W Lat","W Lng"
"NQ402","حذافة بن قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,4,"بنت حرثان من بنو الحارث بن عبد مناة بن كنانة","Ahabish","Al-Harith b. Abd Mana'a b. Kinana",,,,,1,,,,,
"NQ434","حجير بن عبد بن معيص بن عامر بن لؤى","Quraysh","Amir b. Lu'ayy",,,,0,"فاطمة بنت عوف بن الحارث بن عبد مناة","Ahabish","Harith b. Abd Mana'a",,,,,4,,,,,
"NQ443","وديعة بن الحارث بن فهر","Quraysh","Harith b. Fihr",,,,-4,"عميرة بنت الاحمر بن حارث بن عبد مناة بن كنانة","Ahabish","Harith b. Abd Mana'a",,,,,4,,,,,
"NQ434","ضباب بن حجير بن عبد بن معيص بن عامر بن لؤى","Quraysh","Amir b. Lu'ayy",,,,1,"Unnamed الاحمرية","Ahmar",,,,,,4,,,,,
"NQ343","سعيد بن يربوع بن عنكثة بن عامر بن مخزوم","Quraysh","Makhzum",,,,4,"اروى بنت عرين بن عمرو من عك","Akk",,,,,,6,,,,,
"NQ333","السائب بن ابو السائب بن عائد بن عبد الله بن عمر بن مخزوم","Quraysh","Makhzum",,,,5,"ام الحارث بنت الحارث بن هبيرة من بنو عامر","Amir",,,,,,1,,,,,
"NQ370","حذيفة بن غانم بن عامر بن عبد الله بن عبيد بن عويج بن عدي بن كعب","Quraysh","Adi b. Ka'b",,,,4,"هند بنت قتال بن واقد بن الحارث من بنو عمرو بن تيم","Amru b. Taym",,,,,,3,,,,,
"NQ370","عميلة بن السباق من (بن) عبد الدار","Quraysh","Qusayy",,,,3,"هند بنت قتال بن واقد بن الحارث من بنو عمرو بن تيم","Amru b. Taym",,,,,,"Sons",,,,,
"NQ398","عبد مناف بن عمير بن اهيب بن حذافة بن جمح","Quraysh","Jumah",,,,4,"اسماء بنت عبد الله بن سبع (بن مالك بن جنادة بن الحارث بن سعد بن عنزة بن اسد بن ربيعة بن نزار)","Anaza  ",,,,,,1,,,,,
"NQ409","ابو اثاثة بن عبد العزى بن حرثان بن عوف بن عبيد بن عويج بن عدى بن كعب","Quraysh","Adi b. Ka'b",,,,4,"Concubine","Anaza  ",,,,,,1,,,,,
"NQ409","العاصى بن وائل بن هاشم بن سعيد بن سهم","Quraysh","Sahm",,,,4,"Concubine","Anaza  ",,,,,,1,,,,,
"NQ409","عفيف بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad",,,5,"Concubine","Anaza  ",,,,,,,1,,,,
"NQ409","نافع بن عبد القيس بن لقيط بن عامر بن امية بن ظرب بن الحارث بن فهر","Quraysh","Harith b. Fihr",,,,1,"Concubine","Anaza  ",,,,,,1,,,,,
"NQ92","مخرمة بن المطلب بن عبد مناف","Quraysh","Qusayy",,,,3,"اسماء بنت عبد الله بن سبع بن مالك بن جنادة بن الحارث بن سعد بن عنزة بن اسد بن ربيعة بن نزار","Anaza  ",,,,,-4,1,,,,,
"NQ277","ابو بكر الصديق بن ابو قحافة بن عامر بن عمرو بن كعب بن سعد بن تيم بن مرة","Quraysh","Taym b. Murra",,,,5,"اسماء بنت عميس من خثعم (بن معبد بن تيم بن مالك بن قحافة بن عامر بن ربيعة بن عامر بن معاوية بن زيد بن نسر بن وهب الله بن شهران بن عفرس بن حلف بن أفتل NQ80)","Anmar","Khatham",,,,,1,,,,,
"NQ44","على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,5,"اسماء بنت عميس (بن معبد بن تيم بن مالك بن قحافة بن عامر بن ربيعة بن عامر بن معاوية بن زيد بن نسر بن وهب الله بن شهران بن عفرس بن حلف بن أفتل NQ80)","Anmar","Khatham",,,,,2,,,,,
"NQ78","عبد الله بن جعفر الاصغر بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,8,"صفية بنت الغضبان بن يزيد من بنو انمار","Anmar",,,,,,2,2,,,,
"NQ80","جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,5,"اسماء بنت عميس بن معبد بن تيم بن مالك بن قحافة بن عامر بن ربيعة بن عامر بن معاوية بن زيد بن نسر بن وهب الله بن شهران بن عفرس بن حلف بن أفتل و هم جماع خثعم بن انمار","Anmar","Khatham",,,,,3,,,,,
"NQ251","عبد العزى بن عثمان بن عبد الدار بن قصى ","Quraysh","Qusayy",,,,3,"Unnamed - من الانصار","Ansar",,,,,,1,,,,,
"NQ400","عبد الرحمن بن عبد الله بن جميل بن عامر بن حذيم بن سلامان بن ربيعة بن سعد بن جمح","Quraysh","Jumah",,,,8,"ام حسن بنت معاذ بن عبد الله بن مرى من الانصار","Ansar",,,,,,1,,,,,
"NQ73","حسين بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,"عبدة بنت داود بن ابو امامة بن سهل بن حنيف الانصارى (بن واهب الاسدى al-ansab al-mutafaqa)","Asad",,,,,,2,,,,,
"NQ437","هدم بن رواحة بن حجر بن عبد بن معيص بن عامر بن لؤى","Quraysh","Amir b. Lu'ayy",,,,2,"Unnamed من بنو اسد","Asad  ",,,,,,,,,,,
"NQ104","عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,6,"ام عمرو بنت جندب بن عمرو بن حممة من الازد من دوس","Azd",,,,,,4,1,,,,
"NQ126","ابو سفيان بن حرب بن امية","Quraysh","Qusayy","Umayyad","Sufyanid",,5,"عاتكة بنت ابو ازيهر بن اقيش بن الحقيق بن كعب بن الحارث بن عبد الله بن الحارث الغطريف من الازد","Azd",,,,,,2,,,,,
"NQ13","مرة بن كعب","Quraysh",,,,,-2,"بنت سعد/بارق بن عدىّ بن حارثة بن عمرو بن عامر (بن حارثة بن امرى القيس بن ثعلبة بن مازن بن الازد)","Azd","Bariq",,,,,2,,,,,
"NQ14","كلاب بن مرّة","Quraysh",,,,,-1,"فاطمة بنت سعد بن سيل/خير بن حمالة بن عوف بن غنم بن عامر الجادر (بن عمرو بن جعثمة بن يشكر بن مبشّر بن صعب بن دهمان بن نصر NMY 505)(بن زهران NMY 501)(بن كعب بن الحارث بن كعب بن عبد الله بن مالك بن نصر بن الازد NMY 487) ","Azd","Zahran",,,,,2,1,,,,
"NQ56","جعفر بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,"عائشة بنت عوف بن الحارث بن الطفيل بن عبد الله بن سخبرة من الازد","Azd",,,,,,1,1,,,,
"NQ56","سليمان بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,7,"عائشة بنت عوف بن الحارث بن الطفيل بن عبد الله بن سخبرة","Azd",,,,,,2,,,,,
"NQ86","نوفل بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,5,"ضريبة بنت سعيد بن القسب/جندب بن عبد الله بن رافع بن نضلة بن محضب بن صعب من الازد","Azd",,,,,,6,,,,,
"NQ98","عبد شمس بن عبد مناف","Quraysh","Qusayy",,,,2,"عمرة بنت وائلة بن الدول بن زيد مناة بن عمرو/عامر بن كعب بن الازد","Azd",,,,,,1,1,,,,
"NQ383","نضلة بن عوف بن عبيد بن عويج بن عدى بن كعب","Quraysh","Adi b. Ka'b",,,,2,"عمرة بنت مالك بن فهم","Azd/Tanukh",,,,,,3,,,,,
"NQ131","سعيد بن العاصى بن سعيد بن العاصى","Quraysh","Qusayy","Umayyad",,,7,"اميمة بنت جرير بن عبد الله البجلى","Bajila",,,,,,,1,,,,
"NQ181"," سعيد بن العاصى بن سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,,7,"بنت عامر بن مالك بن عامر","Bajila",,,,,,,3,,,,
"NQ181"," سعيد بن العاصى بن سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,,7,"عائشة بنت جرير بن عبد الله البجلى","Bajila",,,,,,1,1,,,,
"NQ181","عيسى بن طلحة","Quraysh","Taym b. Murra",,,,6,"عائشة بنت جرير بن عبد الله البجلى","Bajila",,,,,,1,,,,,
"NQ300","المغيرة بن عبد الله بن عمر بن مخزوم بن يقظة بن مرة بن كعب بن لؤى بن غالب بن فهر","Quraysh","Makhzum",,,,3,"صخرة بنت  الحارث بن عبد الله بن عبد شمس","Bajila ","Qasr",,,,,2,,,,,
"NQ324","الوليد بن المغيرة","Quraysh","Makhzum",,,,4,"اميمة/عاتكة بنت حرملة بن عريج بن شق بن صعب بن على بن قسر","Bajila ",,,,,,2,,,,,
"NQ205","الحارث بن عامر بن نوفل بن عبد مناف","Quraysh","Qusayy",,,,4,"امامة بنت خليفة بن النعمان من بكر بن وائل","Bakr b. Wa'il",,,,,,1,,,,,
"NQ236","الزبير بن العوام بن خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad","Zubayrid",,5,"زينب بنت بشر بن عبد عمرو بن مرثد من بنو قيس بن ثعلبة","Bakr b. Wa'il","Qays b. Tha'laba",,,,,2,,,,,
"NQ252","مسافع بن طلحة بن ابو طلحة بن عبد العزى بن عثمان بن عبد الدار بن قصى ","Quraysh","Qusayy",,,,6,"ام سلمى زعموا انها من بكر بن وائل","Bakr b. Wa'il",,,,,,1,,,,,
"NQ267","عبد الرحمن بن عوف بن عبد عوف بن عبد بن الحارث","Quraysh","Zuhra",,,,5,"بحرية بنت هانئ بن قبيصة بن مسعود من بنو شيبان","Bakr b. Wa'il","Shayban",,,,,1,,,,,
"NQ321","خالد بن الوليد بن المغيرة","Quraysh","Makhzum",,,,5,"بنت مجاعة بن مرارة (ابن سُلْمى بن زيد بن عُبيد بن ثَعْلَبة بن يَرْبوع بن ثعلبة بن الدّؤل بن حَنِيفة بن لُجيم بن صَعْب بن عليّ بن بكر بن وائل بن ربيعة)","Bakr b. Wa'il","Hanifa",,,,,,,,,,
"NQ328","هشام بن المغيرة","Quraysh","Makhzum",,,,4,"ام جعفر/زينب بنت مرثد بن عبد عمرو بن بشر بن عمرو بن مرثد بن بكر بن وائل","Bakr b. Wa'il",,,,,,1,,,,,
"NQ83","عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"بنت خصفة بن ثقيف بن بكر بن وائل","Bakr b. Wa'il",,,,,,4,,,,,
"NQ367","عبد الله بن عبد الله بن سراقة بن المعتمر بن انس بن اذاة بن رياح بن عبد الله بن قرط بن رزاح بن عدى بن كعب","Quraysh","Adi b. Ka'b",,,,8,"Unnamed","Bali",,,,,,1,,,,,
"NQ383","نضلة بن عوف بن عبيد بن عويج بن عدى بن كعب","Quraysh","Adi b. Ka'b",,,,2,"Unnamed","Bali",,,,,,2,,,,,
"NQ411","عمرو بن العاصى بن وائل بن هاشم بن سعيد بن سهم","Quraysh","Sahm",,,,5,"Unnamed - من بلى","Bali",,,,,,1,,,,,
"NQ59","الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",6,"Unnamed woman","Bali",,,,,,1,,,,,
"NQ76","ابو هاشم عبد الله بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,7,"ام عثمان بنت ابو حدير بن عبدة بن معتب بن الجد بن عجلان من الانصار من البلى من قضاعة حلفاء بنو عمرو بن عوف","Bali",,,,,,1,,,,,
"NQ408","لقيط (بن عامر بن امية بن ظرب بن) الحارث بن فهر","Quraysh","Harith b. Fihr",,,,-1,"سلمى البلوية من بلي من قضاعة","Bali ",,,,,,1,,,,,
"NQ408","وائل بن هاشم بن سعيد بن سهم","Quraysh","Sahm",,,,3,"سلمى البلوية من بلي من قضاعة","Bali ",,,,,,,,,,,
"NQ264","سعد بن ابو وقاص بن اهيب بن عبد مناف","Quraysh","Zuhra",,,,4,"Unnamed","Buhra",,,,,,1,,,,,
"NQ92","المطلب بن عبد مناف بن قصى","Quraysh","Qusayy",,,,2,"عاتكة بنت عمرو بن الحارث بن صباح بن ثعلبة بن سعد بن ضبة بن اد","Dabba ",,,,,,2,,,,,
"NQ153","عبتة بن ربيعة بن عبد شمس ","Quraysh","Qusayy",,,,4,"بنت زهير الدوسى","Daws",,,,,,1,,,,,
"NQ391","عبد الله الاكبر بن صفوان بن امية بن خلف بن وهب بن حذافة بن جمح بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Jumah",,,,6,"ام جميل بنت خليد الدوسى","Daws",,,,,,1,,,,,
"NQ443","الحارث بن فهر","Quraysh","Harith b. Fihr",,,,-5,"بنت الحارث بن مالك بن النضر بن كنانة","Disputed",,,,"Genealogy unclear here - Malik b. Nadr only had one son and this was Fihr",,5,2,,,,
"NQ147","حبيب بن عبد شمس","Quraysh","Qusayy",,,,3,"Unnamed","Fahm",,,,,,1,,,,,
"NQ346","عدى بن كعب بن لؤى بن غالب بن فهر","Quraysh","Adi b. Ka'b",,,,-2,"Unnamed","Fahm",,,,,,2,1,,,,
"NQ364","عمرو بن نفيل بن عبد العزى بن رياح بن عبد الله بن قرط بن رزاح بن عدى بن كعب بن لؤى بن غالب بن فهر","Quraysh","Adi b. Ka'b",,,,5,"حية بنت جابر بن ابو حبيب بن مالك بن نصر بن حرام بن نصر بن عامر بن سليم بن سعد بن قيس بن فهم","Fahm",,,,,,1,,,,,
"NQ364","نفيل بن عبد العزى بن رياح بن عبد الله بن قرط بن رزاح بن عدى بن كعب بن لؤى بن غالب بن فهر","Quraysh","Adi b. Ka'b",,,,4,"حية بنت جابر بن ابو حبيب بن مالك بن نصر بن حرام بن نصر بن عامر بن سليم بن سعد بن قيس بن فهم","Fahm",,,,,,2,,,,,
"NQ386","عبد الله بن نضلة بن عوف بن عبيد بن عويج بن عدى بن كعب","Quraysh","Adi b. Ka'b",,,,3,"Unnamed","Fahm",,,,,,1,,,,,
"NQ412","مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,-1,"Unnamed","Fahm",,,,,,1,,,,,
"NQ390","صفوان بن امية بن خلف بن وهب بن حذافة بن جمح بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Jumah",,,,5,"بردة بنت ابو سخيلة من فرسان","Farasan",,,,,,2,,,,,
"NQ332","ابو عمرو بن حفص بن المغيرة بن عبد الله بن عمرو بن مخزوم","Quraysh","Makhzum",,,,5,"فاطمة بنت قيس الفهرى","Fihr",,,,,,,,,,,
"NQ398","سعد بن جمح","Quraysh","Jumah",,,,1,"Unnamed","Fihr",,,,,,1,,,,,
"NQ152","هبار بن ابو العاصى بن نوفل بن عبد شمس","Quraysh","Qusayy",,,,5,"بنت ابو النمس من غسان","Ghassan",,,,,,1,,,,,
"NQ276","عبد الرحمن بن ابو بكر الصديق بن ابو قحافة بن عامر بن عمرو بن كعب بن سعد بن تيم بن مرة","Quraysh","Taym b. Murra",,,,6,"بنت الجودى من غسان","Ghassan",,,,,,,,,,,
"NQ366","سعيد بن زيد بن نفيل بن عبد العزى بن رياح بن عبد الله بن قرط بن رزاح بن عدى بن كعب بن لؤى بن غالب بن فهر","Quraysh","Adi b. Ka'b",,,,6,"Unnamed","Ghassan",,,,,,1,,,,,
"NQ370","ابو الجهم بن حذيفة بن غانم بن عامر بن عبد الله بن عبيد بن عويج بن عدي بن كعب","Quraysh","Adi b. Ka'b",,,,5,"ام عبد الله بنت الحارث بن حر بن النعمان بن اخيذة من غسان","Ghassan",,,,,,2,,,,,
"NQ280","عبيد الله بن عثمان بن عمرو بن كعب بن سعد بن تيم بن مرة","Quraysh","Taym b. Murra",,,,4,"الصعبة بنت الحضرمى/عبد الله بن عماد ( بن مالك بن ربيعة بن أكبر بن مالك بن حضرموت )","Hadramawt",,,,,,1,,,,,
"NQ366","زيد بن نفيل بن عبد العزى بن رياح بن عبد الله بن قرط بن رزاح بن عدى بن كعب بن لؤى بن غالب بن فهر","Quraysh","Adi b. Ka'b",,,,5,"ام كريز بنت الحضرمى/عبد الله بن عماد بن مالك بن ربيعة بن اكبر بن مالك بن حضرموت","Hadramawt",,,,,,,1,,,,
"NQ401","الحارث بن قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,4,"Concubine","Hadramawt",,,,,,,,,,,
"NQ38","عبد الرحمن بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,5,"ام ايوب بنت ميمون بن عامر بن الحضرمى","Hadrami",,,,,,1,,,,,
"NQ87","عبد المطلب بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,6,"Unnamed - امه من همدان","Hamdan",,,,,,1,,,,,
"NQ41","على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,5,"خولة بنت جعفر بن قيس بن مسلمة (بن عبيد بن ثعلبة بن يربوج بن ثعلبة بن الدؤل بن حنيفة بالجيم Bal 2.200)","Hanifa",,,,,,1,,,,,
"NQ269","عبد الرحمن بن عوف بن عبد عوف بن عبد بن الحارث","Quraysh","Zuhra",,,,5,"مجد بنت زيد بن سلامة ذى فايش الحميارى","Himyar",,,,,,1,,,,,
"NQ21","عوف بن عبيد بن عويج بن عدى بن كعب","Quraysh","Adi b. Ka'b",,,,1,"ميمة بنت مالك بن غنم بن حنش بن عادية بن صعصعة بن كعب بن لحيان بن هذيل","Hudhayl",,,,,,,,,,,
"NQ27","العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,4,"Unnamed woman","Hudhayl",,,,,,,,,,,
"NQ432","اسحاق بن عبد الله بن ابو خرشة بن عمرو بن ربيعة بن الحارث بن حبيب بن جذيمة بن مالك بن حسل بن عامر بن لؤى","Quraysh","Amir b. Lu'ayy",,,,7,"اميمة بنت عبد الله بن مسعود بن الحارث بن صبح بن مخزوم بن صاهلة بن كاهل بن الحارث بن تميم بن سعد بن هذيل","Hudhayl",,,,,,2,1,,,,
"NQ327","خالد بن الوليد بن المغيرة","Quraysh","Makhzum",,,,5,"بنت انس بن مدرك الخثعمى","Khatham",,,,,,3,,,,,
"NQ441","مالك بن عبيد بن خزيمة بن لؤى","Quraysh",,,,,-1,"عائذة بنت الخمس بن قحافة بن خثعم","Khatham",,,,,,1,,,,,
"NQ83","عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"آمنة بنت عبد الله بن كعب بن عبد الله من خثعم","Khatham",,,,,,1,2,,,,
"NQ367","عبد الرحمن بن عثمان بن عبد الله بن عبد الله بن سراقة بن المعتمر بن انس بن اذاة بن رياح بن عبد الله بن قرط بن رزاح بن عدى بن كعب","Quraysh","Adi b. Ka'b",,,,10,"طيبة بنت ضمرة بن عبد الله بن عرباض بن ذى اللحية(/شريح بن عامر)","Kilab  ",,,,,,1,,,,,
"NQ385","مطيع بن الاسود بن حارثة بن نضلة بن عوف بن عبيد بن عويج بن عدى بن كعب","Quraysh","Adi b. Ka'b",,,,5,"بنت مطيع بن ذى اللحية/شريح بن عامر من بنو کلاب","Kilab  ",,,,,,,1,,,,
"NQ100","امية الاكبر بن عبد شمس","Quraysh","Qusayy","Umayyad",,,3,"امامة بنت حميرى بن الحارث بن جابر بن الاسود بن عمرو بن عدى بن نصر بن مالك بن سعود بن مالك بن عمم بن عمر بن نمارة بن لخم","Lakhmid",,,,,,1,,,,,
"NQ31","عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,5,"عمرة بنت عريف بن كلال بن حمير","Look up - possibly Himyar",,,,,,,2,,,,
"NQ295","ابراهيم بن الحارث بن خالد بن صخر بن عامر بن سعد بن تيم بن مرة","Quraysh","Taym b. Murra",,,,5,"حفصة بنت ابو يحيى","Mawla of Taym",,,,,,1,,,,,
"NQ13","لؤىّ بن غالب","Quraysh",,,,,-4,"بسرة بنت غالب بن الهون بن خزيمة","Mudar",,,,,-7,1,,,,,
"NQ401","الحارث بن قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,4,"Unnamed","Numayr b. Amir",,,,,,4,,,,,
"NQ422","عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,3,"خولة بنت عبد الله بن الحارث بن ربيعة بن جابر بن الحارث","Obscure - Abd Shams according to NQ",,,,,,1,,,,,
"NQ18","عبد المطّلب بن هاشم","Quraysh","Qusayy","Hashim",,,3,"نتيلة بنت جناب بن كليب بن مالك بن عمرو بن عامر بن النمر بن قاسط من بنو القرية والقرية ام بنو عمرو بن عامر","Qirrayah",,,,,,2,,,,,
"NQ402","حذافة بن قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,4,"بنت حذيم بن سعد بن رئاب بن سهم","Sahm",,,,,4,2,,,,,
"NQ147","كريز بن ربيعة بن حبيب بن عبد شمس","Quraysh","Qusayy",,,,5,"ام عبيس","Slave girl of Tamim",,,,,,2,,,,,
"NQ42","على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,5,"الصهباء/ام حبيب بنت ربيعة ","Taghlib",,,,,,1,1,,,,
"NQ265","محمد بن سعد بن ابو وقاص بن اهيب بن عبد مناف","Quraysh","Zuhra",,,,5,"خولة بنت عمرو من ولد تغلب بن وائل","Taghlib b. Wa'il",,,,,,,,,,,
"NQ357","عبد الله بن عمر بن الخطاب بن نفيل بن عبد العزى بن رياح بن عبد الله بن قرط بن رزاح بن عدى بن كعب بن لؤى بن غالب بن فهر","Quraysh","Adi b. Ka'b",,,,7,"سهلة بنت مالك من بنو تغلب من سبى خالد بن الوليد من عين التمر","Taghlib of Sabi Khalid b. al-Walid of Ayn al-Tamir",,,,,,1,1,,,,
"NQ254","عبد شرحبيل بن هاشم بن عبد مناف بن عبد الدار بن قصىّ","Quraysh","Qusayy",,,,4,"Unnamed","Tayy",,,,,,1,,,,,
"NQ282","طلحة بن عبيد الله بن عثمان بن عمرو بن كعب بن سعد بن تيم","Quraysh","Taym b. Murra",,,,5,"الجرباء/ام الحارث بنت قسامة بن حنظلة بن وهب بن قيس بن عبيد بن طريف بن مالك بن جدعان من طى","Tayy",,,,,,,1,,,,
"NQ380","نعيم بن عبد الله بن اسيد بن عبد بن عوف بن عبيد بن عويج بن عدى بن كعب","Quraysh","Adi b. Ka'b",,,,5,"زينب بنت حنظلة بن قسامة بن حنظلة بن وهب بن قيس بن عبيد بن طريف بن مالك بن جدعاء بن ذهل بن رومان من طي","Tayy",,,,,,1,,,,,
"NQ92","المطلب بن عبد مناف بن قصى","Quraysh","Qusayy",,,,2,"عنيزة بنت طريف بن عمرو بن ثمامة من طي","Tayy",,,,,,2,,,,,
"NQ182"," عمرو بن سعيد بن العاصى بن سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,,8,"ام حبيب بنت حريث بن سليم من بنو عذرة","Udhra",,,,,,4,1,,,,
"NQ279","ابو بكر بن عبد الرحمن بن ابو بكر بن عبد الله بن عبد الرحمن بن ابو بكر الصديق بن ابو قحافة بن عامر بن عمرو بن كعب بن سعد بن تيم بن مرة","Quraysh","Taym b. Murra",,,,10,"ام هاشم بنت هاشم بن يحيى بن خالد بن عرفطة","Udhra",,,,,,1,,,,,
"NQ327","خالد بن الوليد بن المغيرة","Quraysh","Makhzum",,,,5,"كبشة بنت هوذة بن ابو عمرو من ولد رزاح بن ربيعة","Udhra",,,,"Internet search - Rizah b. Rabi'a a poet",,1,,,,,
"NQ279","عبد الرحمن بن ابو بكر بن عبد الله بن عبد الرحمن بن ابو بكر الصديق بن ابو قحافة بن عامر بن عمرو بن كعب بن سعد بن تيم بن مرة","Quraysh","Taym b. Murra",,,,9,"نجرة بنت القاسم بن عرفطة العذرى","Udhra ",,,,,,1,,,,,
"NQ332","عبد الرحمن بن الوليد بن عبد شمس بن المغيرة","Quraysh","Makhzum",,,,6,"ام حكيم بنت حريش بن سليم بن عش بن لبيد من بنو عذرة","Udhra ",,,,,,1,,,,,
"NQ17","عامرة بن عميرة بن وديعة بن الحارث بن فهر","Quraysh","Harith b. Fihr",,,,-2,"فاطمة بنت عبد الله بن الحارث بن مالك بن عدوان","Unknown",,,,,,,1,,,,
"NQ170","عبد الملك بن الحارث بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,"المدلة بنت زرعة بن العارف الضبابي","Unknown",,,,,,,,,,,
"NQ171","يحيى بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,6,"ام سليمان بنت عامر ذى الغصة بن الحرش بن كعب بن قيس","Unknown",,,,,,2,1,,,,
"NQ200","سفيان بن امية (بن عبد شمس NQ429)","Quraysh","Qusayy","Umayyad",,,4,"الرباب بنت الحارث بن حباب","Unknown",,,,,,1,,,,,
