"Source","HusbandName","HusbandTribe","HusbandSubtribe1","HusbandSubtribe2","HusbandSubtrib3","HusbandSubtribe4","HusbandGeneration","WifeName","WifeTribe","WifeSubtribe1","WifeSubtribe2","WifeSubtrib3","WifeSubtrib4","Generation wife","Sons","Daughters","H Lat","H Lng","W Lat","W Lng"
"NQ285","الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",6,"خولة بنت منظور بن زبان بن سيار الفزارى (بن عمرو بن جابر بن عقيل بن هلال بن سمى بن مازن بن فزارة بن ذبيان بن بغيض بن ريث بن غطفان بن سعد بن قيس بن عيلان بن مضر بن نزار بن معد بن عدنان)","Ghatafan","Fazara",,,,,1,,,,,
"NQ83","عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"بنت المسيب بن نجبة الفزارى","Ghatafan","Fazara",,,,,2,,,,,
"NQ104","عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,6,"ام البنين بنت عيينة بن حصن بن حذيمة بن بدر","Ghatafan","Fazara",,,,,1,,,,,
"NQ46","محمد بن طلحة بن عبيد الله","Quraysh","Taym b. Murra",,,,6,"خولة بنت منظور بن زبان بن سيار بن عمرو بن جابر بن عقيل بن هلال بن سمى بن مازن بن فزارة بن ذبيان بن بغيض بن ريث بن غطفان بن سعد بن قيس بن عيلان بن مضر بن نزار بن معد بن عدنان","Ghatafan","Fazara",,,,5,2,1,"In the Nihayat al-irb a certain al-Rabi' b. Ziyad was an Amir of Khurasan during Mu'awiya's reign.",,,
"NQ285","محمد بن طلحة بن عبيد الله","Quraysh","Taym b. Murra",,,,6,"خولة بنت منظور بن زبان بن سيار الفزارى (بن عمرو بن جابر بن عقيل بن هلال بن سمى بن مازن بن فزارة بن ذبيان بن بغيض بن ريث بن غطفان بن سعد بن قيس بن عيلان بن مضر بن نزار بن معد بن عدنان)","Ghatafan","Fazara",,,,,1,,,,,
"NQ327","المهاجر بن خالد بن الوليد بن المغيرة","Quraysh","Makhzum",,,,6,"مريم بنت لجأ بن عوف بن خارجة بن سنان بن ابو حارثة (بن مرة بن نشبة بن غيظ بن مرة بن عوف)","Ghatafan","Murra b. Awf",,,,,,,,,,
"NQ283","عبد الرحمن بن الحارث بن هشام","Quraysh","Makhzum",,,,6,"سعدى بنت عوف بن خارجة بن سنان بن ابو خارجة (/ابو حارثة بن مرة بن نشبة بن غيظ بن مرة بن عوف)","Ghatafan","Murra b. Awf",,,,,1,,,,,
"NQ330","عبد الرحمن بن الحارث بن هشام","Quraysh","Makhzum",,,,6,"سعدى بنت عوف بن خارجة بن سنان (بن ابو حارثة بن مرة بن نشبة بن غيظ بن مرة بن عوف)","Ghatafan","Murra b. Awf",,,,,1,,,,,
"NQ306","عبد الرحمن بن الحارث بن هشام بن المغيرة بن عبد الله بن عمر بن مخزوم بن يقظة بن مرة بن كعب بن لؤى بن غالب بن فهر","Quraysh","Makhzum",,,,6,"سعدى بنت عوف بن خارجة بن سنان بن ابو حارثة (بن مرة بن نشبة بن غيظ بن مرة بن عوف)","Ghatafan","Murra b. Awf",,,,,1,,,,,
"NQ307","عبد الرحمن بن الحارث بن هشام بن المغيرة بن عبد الله بن عمر بن مخزوم بن يقظة بن مرة بن كعب بن لؤى بن غالب بن فهر","Quraysh","Makhzum",,,,6,"سعدى بنت عوف بن خارجة بن سنان بن ابو حارثة المري (بن مرة بن نشبة بن غيظ بن مرة بن عوف)","Ghatafan","Murra b. Awf",,,,,,4,,,,
"NQ283","عبد الله بن (الولید بن) الوليد بن المغيرة","Quraysh","Makhzum",,,,6,"سعدى بنت عوف بن خارجة بن سنان بن ابو خارجة (/ابو حارثة بن مرة بن نشبة بن غيظ بن مرة بن عوف)","Ghatafan","Murra b. Awf",,,,,1,,,,,
"NQ330","عبد الله بن الوليد بن الوليد بن المغيرة","Quraysh","Makhzum",,,,6,"سعدى بنت عوف بن خارجة بن سنان (بن ابو حارثة بن مرة بن نشبة بن غيظ بن مرة بن عوف)","Ghatafan","Murra b. Awf",,,,,1,,,,,
"NQ156","يزيد بن عبيد الله بن شيبة بن ربيعة","Quraysh","Qusayy",,,,6,"بنت اوفى بن الحارث بن عوف ((بن ابو حارثة see Baladhuri) بن مرة بن نشبة بن غيظ بن مرة بن عوف)","Ghatafan","Murra b. Awf",,,,,1,,,,,
"NQ162","عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",,7,"ام الوليد بنت العباس بن جزء بن الحارث بن زهير بن جذيمة بن رواجة بن ربيعة بن مازن بن الحارث بن قطيعة بن عبس بن بغيض","Ghatafan","Abs (b. Baghid)",,,,,2,1,,,,
"NQ240","حمزة بن عبد الله بن الزبير بن العوام بن خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad","Zubayrid",,7,"هند بنت قطبة بن هرم بن قطبة بن سيار بن عمرو (بن جابر بن عقيل بن هلال بن مازن بن فزارة)","Ghatafan","Fazara",,,,,1,,,,,
"NQ191","عبد الله بن خالد بن اسيد بن ابو العيص بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad",,,7,"سرية بنت حصن بن حذيفة بن بدر الفزارى","Ghatafan","Fazara",,,,,2,,,,,
"NQ310","المغیرة بن عبد الرحمن بن الحارث","Quraysh","Makhzum",,,,7,"ام البنين بنت واقع بن حكمة بن نجبة بن ربيعة بن رباح الشمخي (بن ربيعة بن غوث بن هلال بن شمخ بن فزارة) ","Ghatafan","Fazara","Shammakh",,,,,2,,,,
"NQ169","بشر بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,7,"هند بنت اسماء بن خارجة بن حصن بن حذيفة (بن بدر)","Ghatafan","Fazara  ",,,,,1,,,,,
"NQ113","عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,7,"Unnamed - من بنو مرة بن عوف","Ghatafan","Murra b. Awf",,,,,1,,,,,
"NQ55","سليمان بن بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"Unnamed woman - Fazariya","Ghatafan","Fazara",,,,,1,,,,,
"NQ309","عبد الملك الاصغر بن عكرمة بن عبد الرحمن بن الحارث","Quraysh","Makhzum",,,,9,"مليكة بنت حجر بن حبيب بن الحارث بن يزيد بن سنان بن ابو حارثة المرى (بن مرة بن نشبة بن غيظ بن مرة بن عوف)","Ghatafan","Murra b. Awf",,,,,1,,,,,
"NQ370","يزيد بن جارية","Aws","Amr b. Awf",,,,,"اميمة بنت الجنيد بن كنانة بن قيس بن زهير بن جذيمة (بن رواحة بن ربيعة بن مازن بن الحارث بن قطيعة بن عبس بن بغيض)","Ghatafan","Abs (b. Baghid)",,,,,1,,,,,
"NQ196","عبيد الله بن زياد","Thaqif",,,,,,"هند بنت اسماء بن خارجة بن حصن بن حذيفة (بن بدر)","Ghatafan","Fazara",,,,,,1,,,,
"NQ169","عبيد الله بن زياد","Thaqif",,,,,,"هند بنت اسماء بن خارجة بن حصن بن حذيفة (بن بدر)","Ghatafan","Fazara  ",,,,,1,2,,,,
"NQ239","منظور بن زلان بن سيار بن عمرو بن جابر بن عقيل بن هلال بن مازن بن فزارة","Ghatafan","Fazara",,,,,"مليكة بنت سنان بن ابو حارثة المرى (بن مرة بن نشبة بن غيط بن مرة بن عوف)","Ghatafan","Murra b. Awf",,,,,,1,,,,
