Numbering,Source,HusbandName,HusbandTribe ,HusbandSubtribe1,HusbandSubtribe2,HusbandSubtribe3,HusbandGeneration ,WifeName,WifeTribe,WifeSubtribe1,WifeSubtribe2,WifeSubtribe3,WifeSubtribe4,WifeGeneration,Sons,Daughters,H Lat,H Lng,W Lat,W Lng
226,NQ39,?????? ?? ?????? ?? ?????? ?? ??? ??????,Quraysh,Qusayy,Hashim,Abbasid,6,?? ?????? ??? ???? ???? ?? ?????? ?? ??? ??????,Quraysh,Qusayy,Hashim,Abbasid,,6,3,1,,,,
181,NQ31,??????/????? ?? ??? ???? ?? ???? ?? ??? ??????,Quraysh,Qusayy,Hashim,Abbasid,6,???? ??? ?????? ?? ??? ??????,Kinda,,,,,,1,1,,,,
180,NQ31,??????/????? ?? ??? ???? ?? ???? ?? ??? ??????,Quraysh,Qusayy,Hashim,Abbasid,6,????? ??? ?????? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,,6,1,,,,,
179,NQ31,??????/????? ?? ??? ???? ?? ???? ?? ??? ??????,Quraysh,Qusayy,Hashim,Abbasid,6,???? ??? ???? ?? ????? ?? ???? ?? ???? ?? ???? ?? ???? ?? ???? ?? ???? ?? ????,Tamim ,,,,,,,,,,,
255,NQ45,???? ?? ???? ?? ????,Quraysh,Qusayy,Hashim,Abbasid,6,?? ????? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,,6,,,,,,
223,NQ39,??? ???? ?? ?????? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,6,???? ??? ??????? (??? ??? ??? ???? ??? ??????? ??? ?????? ??? ???? ??? ?????? ??? ????? ??? ???? ?? ???? ?? ?????? Bal 4.68),Khazraj,Najjar,,,,,3,1,,,,
155,NQ29,??? ???? ?? ???? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,6,????? ??? ??? ???? ?? ????,Quraysh,Qusayy,Hashim,Abbasid,,6,2,,,,,
212,NQ37,??? ???? ?? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,6,?? ???? ??? ???? ???? ?? ???? ?? ??? ??????,Quraysh,Qusayy,Hashim,Abbasid,,6,3,1,,,,
213,NQ37,??? ???? ?? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,6,???? ??? ??? ???? ?? ???? ?? ?????? ?? ??? ??????,Quraysh,Qusayy,Hashim,,,7,1,,,,,
206,NQ37,???? ???? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,6,?? ???? ??? ???? ?? ?????? ?? ??? ??????,Quraysh,Qusayy,Hashim,Abbasid,,,,,,,,
162,NQ29,??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,6,Unnamed woman,Qays Aylan,Amir b. Sa'sa'a,Ka'b,Harish,,,1,,,,,
156,NQ29,??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,6,??????? ??? ???? ???? ?? ?????? ?? ??? ??????,Quraysh,Qusayy,Hashim,Abbasid,,6,1,,,,,
161,NQ29,??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,6,?? ????? ??? ??? ???? ?? ???? ?? ??? ????,Quraysh,Qusayy,Hashim,,,7,1,,,,,
286,NQ50,??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,6,?? ????? ??? ????? ?? ???,Quraysh,Qusayy,Hashim,Alid,Hasanid,6,2,,,,,
154,NQ29,???? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,6,????? ??? ??? ???? ?? ????,Quraysh,Qusayy,Hashim,Abbasid,,6,,,,,,
200,NQ33,??????? ?? ??? ???? ?? ???? (?? ???? ?? ??? ?????? NQ37),Quraysh,Qusayy,Hashim,Abbasid,7,?? ???? ??? ???? ?? ???? ???? ?? ????,Quraysh,Qusayy,Hashim,Abbasid,,7,2,,,,,
203,NQ33,????? ?? ??? ???? ?? ???? ???? ?? ????,Quraysh,Qusayy,Hashim,Abbasid,7,???? ????? ?????? ?? ???? ?? ???? ?? ??? ??? ?? ??? ??????,Quraysh,Qusayy,Hashim,,,8,,1,,,,
303,NQ53,?????? ?? ??? ???? ?? ???? ???? ?? ???? ?? ??? ??????,Quraysh,Qusayy,Hashim,Abbasid,7,?? ?????? ??? ????? ?? ????? ?? ???,Quraysh,Qusayy,Hashim,Alid,Hasanid,8,,,,,,
198,NQ32,?????? ?? ??? ???? ?? ???? ???? ?? ???? ?? ??? ??????,Quraysh,Qusayy,Hashim,Abbasid,7,????? ??????? ??? ???? ?? ???? ?? ??? ???? ?? ???? ?? ??????,Quraysh,Sahm,,,,9,,,,,,
214,NQ38,?????? ?????? ?? ??? ???? ?? ????,Quraysh,Qusayy,Hashim,Abbasid,7,?? ????? ??? ???? ?? ??? ?? ??? ????,Quraysh,Qusayy,Hashim,Alid,,7,1,,,,,
1535,NQ287,??????? ?? ???? ?? ??? ?? ??? ????,Quraysh,Qusayy,Hashim,Abbasid,7,????? ??? ???? ?? ???? ?? ???? ?? ???? ?? ???? ???? ?? ????? ?? ???? ?? ??? ?? ??? ?? ???,Quraysh,Taym b. Murra,,,,9,3,,,,,
363,NQ62,????? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,7,?? ????? ??? ??? ?????? ?? ?????? ?? ???,Quraysh,Qusayy,Hashim,Alid,Husaynid,8,2,,,,,
364,NQ62,????? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,7,????? ??? ??? ?????? ?? ?????? ?? ???,Quraysh,Qusayy,Hashim,Alid,Husaynid,8,,1,,,,
1870,NQ357,????? ?? ??? ?? ??? ???? ?? ?????? ?? ??? ??????,Quraysh,Qusayy,Hashim,Abbasid,7,?? ??? ?????? ??? ??? ???? ?? ??? ???? ?? ??? ?? ?????? ?? ???? ?? ??? ????? ?? ???? ?? ??? ???? ?? ??? ?? ???? ?? ??? ?? ??? ?? ??? ?? ???? ?? ???,Quraysh,Adi b. Ka'b,,,,9,,,,,,
341,NQ56,?????? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,7,????? ??? ??? ?? ?????? ?? ?????? ?? ??? ???? ?? ?????,Azd,,,,,,2,,,,,
166,NQ30,??? ???? ?? ?????? ?? ??? ???? ?? ???? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,7,?? ???? ?????? ??? ??? ?? ??? ????,Quraysh,Qusayy,Hashim,Abbasid,,8,,,,,,
308,NQ53,???? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,7,?? ????? ??? ???? ?? ????? ?? ????? ?? ???,Quraysh,Qusayy,Hashim,Alid,Hasanid,9,,2,,,,
321,NQ55,???? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,7,????  ??? ???? ?? ??? ???? ?? ????? ?? ????? ?? ???,Quraysh,Qusayy,Hashim,Alid,Hasanid,10,,,,,,
172,NQ30,???? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,7,?? ????? ??? ??? ????/??? ?? ?????? ?? ???? ?? ?????? ?? ??? ??????,Quraysh,Qusayy,Hashim,,,8,1,1,,,,
170,NQ30,???? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,7,???? ??? ???? ???? ?? ??? ????/??? ????? ?? ??? ?????? ?? ?????? ?? ??? ?? ???? ?? ?????? ?? ???? ?? ????? ?? ??? ?? ?????? ?? ??? ?? ???? ?? ??? ?? ???,Yemen,Madhhij,Harith b. Ka'b,,,,1,,,,,
167,NQ30,???? ?? ???? ?? ???? ?? ?????? ?? ??? ??????,Quraysh,Qusayy,Hashim,Abbasid,7,????? ??? ??? ?? ??? ????,Quraysh,Qusayy,Hashim,Abbasid,,7,,,,,,
367,NQ62,??????? ?? ???? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,8,?? ?????? ??? ??? ?????? ?? ?????? ?? ???,Quraysh,Qusayy,Hashim,Alid,Husaynid,8,,,,,,
392,NQ64,??????? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,8,???? ??? ??? ???? ?? ??? ?? ?????? ?? ??? ?? ??? ????,Quraysh,Qusayy,Hashim,Alid,Husaynid,9,1,1,,,,
169,NQ30,???? ?? ??? ???? ????????? ???? ?? ??? ?? ??? ????,Quraysh,Qusayy,Hashim,Abbasid,8,????? ??? ???? ???? ?? ??? ?? ???? ?? ???? ???? ?? ????,Quraysh,Qusayy,Hashim,Abbasid,,9,,,,,,
1641,NQ310,???? ?? ?????? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,8,????? ??? ??????? ?? ??? ?????? ?? ??????,Quraysh,Makhzum,,,,8,,,,,,
1668,NQ315,???? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,8,???? ??? ??? ?????? ?? ?????? ?? ???? ?? ?????? ?? ???? ?? ???????,Quraysh,Makhzum,,,,9,,,,,,
1724,NQ330,??? ???? ?? ???? ?? ??? ?? ??? ???? ?? ????,Quraysh,Qusayy,Hashim,Abbasid,8,????? ?? ???? ?? ??? ???? ?? ?????? ?? ?????? ?? ???????,Quraysh,Makhzum,,,,9,1,1,,,,
168,NQ30,???? ???? ?? ??? ?? ???? ?? ???? ???? ?? ????,Quraysh,Qusayy,Hashim,Abbasid,8,????? ??? ??? ?? ??? ???? ?? ?????? ,Quraysh,Qusayy,Hashim,Abbasid,,7,1,1,,,,
713,NQ117,???? ?? ??????? ?? ??? ?? ???? ???? ?? ????,Quraysh,Qusayy,Hashim,Abbasid,8,???? ?????? ??? ???? ?????? ?? ??? ???? ?? ???? ?? ????? ?? ????,Quraysh,Qusayy,Umayyad,Uthmanid,,10,,,,,,
215,NQ38,???? ?? ?????? ?????? ?? ??? ????,Quraysh,Qusayy,Hashim,Abbasid,8,????? ??? ??? ???? ?? ????? ?? ?????? ?? ????? ?? ?????? ?? ??? ??????,Quraysh,Qusayy,Hashim,,,9,3,,,,,
504,NQ78,???? ?? ???? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,8,????? ??? ??? ?? ???? ?? ???,Quraysh,Qusayy,Hashim,Alid,,8,,,,,,
677,NQ114,??????,Quraysh,Qusayy,Hashim,Abbasid,9,???? ??? ???? ?? ???? ?? ??? ???? ?? ???? ?? ?????,Quraysh,Qusayy,Umayyad,Uthmanid,,11,1,,,,,
378,NQ63,???? ?? ??????? ?? ???? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,9,????? ???  ??? ???? ?? ???? ?? ??? ?? ???? ?? ???,Quraysh,Qusayy,Hashim,Alid,Husaynid,10,,,,,,
407,NQ65,???? ?? ??????? ?? ???? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,9,????? ??? ????? ?? ??? ???? ?? ??? ?? ?????? ?? ??? ?? ??? ????,Quraysh,Qusayy,Hashim,Alid,Husaynid,10,,,,,,
322,,???? ?? ??????? ?? ???? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,9,????  ??? ???? ?? ??? ???? ?? ????? ?? ????? ?? ???,Quraysh,Qusayy,Hashim,Alid,Hasanid,10,,,,,,
377,NQ63,???? ?? ??????? ?? ???? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,9,????? ?????? ??? ???? ?? ???? ?? ??? ?? ???? ?? ???,Quraysh,Qusayy,Hashim,Alid,Husaynid,10,,,,,,
416,NQ66,???? ?? ??????? ?? ???? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,9,????? ??? ???? ?? ??? ?? ??? ?? ?????? ?? ???,Quraysh,Qusayy,Hashim,Alid,Husaynid,10,1,2,,,,
320,NQ55,???? ?? ??? ?????? ?? ???? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,9,????  ??? ???? ?? ??? ???? ?? ????? ?? ????? ?? ???,Quraysh,Qusayy,Hashim,Alid,Hasanid,10,,,,,,
1725,NQ330,???? ?? ??? ???? ?? ???? ?? ??? ?? ??? ???? ?? ????,Quraysh,Qusayy,Hashim,Abbasid,9,???? ??? ??? ???? ?? ???? ?? ??? ?? ??? ???? ?? ???? ,Quraysh,Qusayy,Hashim,Abbasid,,9,2,,,,,
386,NQ64,?????? ?? ???? ?? ???? ?? ???? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,10,????? ??? ??? ???? ?? ???? ?? ???? ?? ??? ?? ???? ?? ???,Quraysh,Qusayy,Hashim,Alid,Husaynid,11,,,,,,
735,NQ119,??????? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,10,????? ??? ??? ???? ?? ???? ?? ??????? ?? ???? ?? ????? ?? ????,Quraysh,Qusayy,Umayyad,Uthmanid,,11,,,,,,
417,NQ66,???? ?? ???? ?? ???????,Quraysh,Qusayy,Hashim,Abbasid,10,????? ??? ???? ?? ??? ?? ??? ?? ?????? ?? ???,Quraysh,Qusayy,Hashim,Alid,Husaynid,10,,,,,,
454,NQ73,????? ?????? ?? ?????? ?? ??????? ?? ???? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,10,???? ??? ??? ???? ?? ?????? ?? ??? ?? ?????? ?? ???,Quraysh,Qusayy,Hashim,Alid,Husaynid,10,,,,,,
734,NQ119,????? ?????? ?? ?????? ?? ??????? ?? ???? ?? ??? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,10,????? ??? ??? ???? ?? ???? ?? ??????? ?? ???? ?? ????? ?? ????,Quraysh,Qusayy,Umayyad,Uthmanid,,11,,,,,,
