Numbering,Source,HusbandName,HusbandTribe ,HusbandSubtribe1,HusbandSubtribe2,HusbandSubtribe3,HusbandGeneration ,WifeName,WifeTribe,WifeSubtribe1,WifeSubtribe2,WifeSubtribe3,WifeSubtribe4,WifeGeneration,Sons,Daughters,H Lat,H Lng,W Lat,W Lng
808,NQ129,??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,7,????? ??? ???? ?? ?????? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Sufyanid,,8,2,,,,,
748,NQ120,??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,7,?? ???? ??? ??? ?? ????? ?? ????,Quraysh,Qusayy,Umayyad,Uthmanid,,8,1,,,,,
659,NQ111,??? ????? ?? ????? ?? ????? ?? ??? ??????,Quraysh,Qusayy,Umayyad,Marwanid,7,???? ??? ????? ?? ????,Quraysh,Qusayy,Umayyad,Uthmanid,,7,,,,,,
1001,NQ162,??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,7,?? ?????? ??? ?????? ?? ??? ?? ?????? ?? ???? ?? ????? ?? ????? ?? ????? ?? ???? ?? ?????? ?? ????? ?? ??? ?? ????,Ghatafan,Abs (b. Baghid),,,,,2,1,,,,
1009,NQ165,??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,7,?? ??????? ??? ??????? ?? ???? ?? ?????? ?? ???? ?? ???????,Quraysh,Makhzum,,,,8,,1,,,,
1004,NQ164,??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,7,?? ???? ??? ???? ?? ??????? ?? ???? ?? ?????? ?? ???????,Quraysh,Makhzum,,,,8,1,,,,,
1005,NQ164,??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,7,????? ??? ???? ?? ???? ?? ???? ????,Quraysh,Taym b. Murra,,,,7,1,,,,,
1036,NQ167,???? ???? ?? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,7,????? ??? ???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,,9,,,,,,
1060,NQ169,???? ?? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,7,??? ???? ?? ??? ???? ?? ???? ?? ????? ?? ??? ???,Quraysh,Qusayy,Abd Shams,,,7,1,1,,,,
1063,NQ169,???? ?? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,7,?? ???? ??? ??? ?????? ?? ??? ?? ??????,Quraysh,Adi b. Ka'b,,,,7,1,,,,,
251,NQ45,?????? ?? ????? ?? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,7,???? ??? ??? ?? ??? ????,Quraysh,Qusayy,Hashim,Alid,,6,,,,,,
849,NQ133,??? ??? ?? ??? ?????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,??? ??? ?????? ?? ???? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Sufyanid,,8,,,,,,
847,NQ133,??? ??? ?? ??? ?????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,??? ??? ?????? ?? ???? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Sufyanid,,8,,,,,,
306,NQ53,??? ??? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,????? ??? ???? ?? ????? ?? ????? ?? ???,Quraysh,Qusayy,Hashim,Alid,Hasanid,9,,,,,,
353,NQ59,?????? ?? ??? ?????? ?? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,????? ??? ??????,Quraysh,Qusayy,Hashim,Alid,Husaynid,7,,,,,,
1049,NQ168,?????? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ????? ??? ??? ?????? ?? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,,8,,,,,,
297,NQ52,?????? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,???? ??? ????? ?? ????? ?? ???,Quraysh,Qusayy,Hashim,Alid,Hasanid,8,,,,,,
688,NQ115,?????? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ??? ???? ??? ??? ???? ?? ???? ?? ????? ?? ????,Quraysh,Qusayy,Umayyad,Uthmanid,,9,,,,,,
701,NQ116,?????? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,??? ??? ??? ?????? ?? ??? ???? ?? ???? ?? ????? ?? ????,Quraysh,Qusayy,Umayyad,Uthmanid,,10,,,,,,
1108,NQ180,?????? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,???? ??? ???? ?? ?????? ?? ???? ?? ?????? ?? ????,Quraysh,Qusayy,Umayyad,,,8,,,,,,
2042,NQ385,?????? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,????? ??? ??? ???? ?? ???? ?? ?????? ?? ????? ?? ???? ?? ??? ?? ???? ?? ???? ?? ??? ?? ???,Quraysh,Adi b. Ka'b,,,,7,,,,,,
1012,NQ165,?????? ?? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ?????? ??? ??? ?????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,,8,2,1,,,,
702,NQ116,???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,??? ??? ??? ?????? ?? ??? ???? ?? ???? ?? ????? ?? ????,Quraysh,Qusayy,Umayyad,Uthmanid,,10,1,,,,,
1645,NQ310,???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,????? ??? ??????? ?? ??? ?????? ?? ??????,Quraysh,Makhzum,,,,8,,,,,,
1062,NQ169,???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,???? ??? ???? ?? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,,8,,,,,,
1011,NQ165,?????? ?? ???? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,????? ??? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,,8,2,,,,,
1050,NQ168,?????? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ????? ??? ??? ?????? ?? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,,8,,,,,,
848,NQ133,?????? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,??? ??? ?????? ?? ???? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Sufyanid,,8,,,,,,
757,NQ121,?????? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,????? ??? ?????? ?? ????? ?? ????,Quraysh,Qusayy,Umayyad,Uthmanid,????? ??? ?????? ?? ????? ?? ????,8,,,,,,
1017,NQ165,?????? ?? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ???? ??? ??? ???? ?? ???? ?? ??????,Quraysh,Qusayy,Umayyad,Sufyanid,,9,3,,,,,
1018,NQ166,?????? ?? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,8,????? ??? ??? ???? ?? ???? ?? ????? ?? ????,Quraysh,Qusayy,Umayyad,Uthmanid,,9,2,,,,,
1016,NQ165,?????? ?? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ???? ??? ???? ?? ????? ?? ??? ?????,Quraysh,Qusayy,Umayyad,,,7,1,,,,,
1019,NQ166,?????? ?? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ???? ??? ??? ???? ?? ???? ?? ???? ?? ??? ?????,Quraysh,Qusayy,Umayyad,,,7,1,,,,,
171,NQ30,??? ???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,???? ??? ???? ???? ?? ??? ????/??? ????? ?? ??? ?????? ?? ?????? ?? ??? ?? ???? ?? ?????? ?? ???? ?? ????? ?? ??? ?? ?????? ?? ??? ?? ???? ?? ??? ?? ???,Yemen,Madhhij,Harith b. Ka'b,,,,,,,,,
1010,NQ165,??? ?? ??? ??????,Quraysh,Qusayy,Umayyad,Marwanid,8,????? ??? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,,8,2,,,,,
1525,NQ285,??? ?? ??? ?????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ????? ??? ??????? ?? ???? ?? ???? ?? ???? ???? ,Quraysh,Taym b. Murra,,,,8,,,,,,
1051,NQ168,???? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ????? ??? ??? ?????? ?? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,,8,,,,,,
1082,NQ172,???? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ????? ??? ???? ?? ????? ?? ??? ??????,Quraysh,Qusayy,Umayyad,,,7,,,,,,
1035,NQ167,???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,???? ??? ??????? ?? ???? ?? ??????,Quraysh,Qusayy,Umayyad,Sufyanid,,8,1,1,,,,
691,NQ115,???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ???? ??? ??? ???? ?? ???? ?? ????? ?? ????,Quraysh,Qusayy,Umayyad,Uthmanid,,9,,,,,,
1037,NQ167,???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ????? ??? ???? ?? ???? ?? ???? ?? ?????,Quraysh,Qusayy,Umayyad,Uthmanid,,10,1,,,,,
689,NQ115,???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,???? ??? ??? ???? ?? ???? ?? ????? ?? ????,Quraysh,Qusayy,Umayyad,Uthmanid,,9,,1,,,,
1031,NQ167,???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ???? ??? ???? ?? ????? ?? ??? ??????,Quraysh,Qusayy,Umayyad,,,7,3,2,,,,
1079,NQ171,???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,???? ??? ???? ?? ????? ?? ??? ??????,Quraysh,Qusayy,Umayyad,,,7,,,,,,
196,NQ32,???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,????? ??? ??? ?? ??? ?? ??? ?? ??? ????,Quraysh,Qusayy,Hashim,Alid,Hasanid,8,,,,,,
1029,NQ167,???? ?? ??? ???? ?? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ?????? ??? ?????? ?? ???? ?? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,,10,,,,,,
690,NQ115,???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ???? ??? ??? ???? ?? ???? ?? ????? ?? ????,Quraysh,Qusayy,Umayyad,Uthmanid,,9,1,2,,,,
1489,NQ278,???? ?? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,8,????? ??? ???? ?? ???? ????,Quraysh,Taym b. Murra,,,,6,,,,,,
1021,NQ167,???? ?? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ?????? ??? ???? ?? ???? ?? ????? ?? ??? ???? ?? ????? ?? ???? ?? ????,Thaqif,,,,,,2,1,,,,
1070,NQ170,???? ?? ???? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,8,?? ?????? ??? ??? ????? ?? ?????? ?? ????? ?? ??? ??????,Quraysh,Qusayy,Umayyad,,,8,,,,,,
827,NQ131,??? ??? ?? ???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,9,??? ?????? ??? ??? ???? ?? ???? ?? ??????,Quraysh,Qusayy,Umayyad,Sufyanid,,9,,,,,,
1642,NQ310,????? ?? ??? ??? ?? ??? ?????? ?? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,9,??? ?????? ??? ??????? ?? ??? ?????? ?? ??????,Quraysh,Makhzum,,,,8,,,,,,
350,NQ59,?????? ?? ?????? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,9,????? ??? ??? ???? ?? ????? ?? ??? ???? ?? ???? ?? ???? ?? ?????,Quraysh,Qusayy,Asad,,,9,,,,,,
1026,NQ167,?????? ?? ???? ?? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,9,????? ??? ????? ?? ???? ?? ????? ?? ???? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Sufyanid,,10,1,,,,,
1030,NQ167,?????? ?? ???? ?? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,9,?? ??? ????? ??? ???? ?? ???? ?? ???? ?? ?????,Quraysh,Qusayy,Umayyad,Uthmanid,,10,1,,,,,
1076,NQ171,???? ?? ?????? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,9,????? ??? ???? ?? ????? ?? ??? ??????,Quraysh,Qusayy,Umayyad,,,7,,,,,,
1086,NQ172,??? ?? ?????? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Marwanid,9,?? ??? ???? ??? ???? ?? ????? ?? ??? ??????,Quraysh,Qusayy,Umayyad,,,7,1,,,,,
1025,NQ167,??? ?????? ?? ?????? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Marwanid,9,?? ????? ?? ???? ?? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,,9,,,,,,
1081,NQ171,??? ?????? ?? ?????? ?? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,9,?? ????? ??? ???? ?? ????? ?? ??? ??????,Quraysh,Qusayy,Umayyad,,,7,,,,,,
1146,NQ192,??? ?????? ?? ?????? ?? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,9,?? ???? ??? ??? ???? ?? ???? ?? ???? ?? ??? ????? ?? ???? ?? ??? ???,Quraysh,Qusayy,Umayyad,,,8,,,,,,
1015,NQ165,??? ?????? ?? ?????? ?? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,9,?????? ??? ??? ?????? ?? ??? ???? ?? ??? ?????? ?? ??? ???,Quraysh,Taym b. Murra,,,,9,2,,,,,
1034,NQ167,??? ???? ?? ????? ?? ???? ?? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,9,?? ???? ??? ???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,,9,,,,,,
1085,NQ172,??? ?? ?????? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Marwanid,9,?? ??? ???? ??? ???? ?? ????? ?? ??? ??????,Quraysh,Qusayy,Umayyad,,,7,4,,,,,
1022,NQ166,???? ?? ?????? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Marwanid,9,????? ??? ???? ?? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,,9,,,,,,
711,NQ117,???? ?? ???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,9,???? ?????? ??? ???? ?????? ?? ??? ???? ?? ???? ?? ????? ?? ????,Quraysh,Qusayy,Umayyad,Uthmanid,,10,,,,,,
1723,NQ330,????? ?? ???? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Marwanid,9,????? ?? ???? ?? ??? ???? ?? ?????? ?? ?????? ?? ???????,Quraysh,Makhzum,,,,9,,,,,,
828,NQ131,?????? ?? ???? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Marwanid,9,??? ?????? ??? ??? ???? ?? ???? ?? ??????,Quraysh,Qusayy,Umayyad,Sufyanid,,9,,,,,,
1045,NQ168,?????? ?? ???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,9,?? ??? ???? ??? ??? ?????? ?? ?????? ?? ?????,Quraysh,Qusayy,Umayyad,,,8,1,,,,,
1633,NQ309,?????? ?? ???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,9,?? ???? ??? ???? ?? ??? ?? ??? ?????? ?? ?????? ?? ???? ?? ??????? ?? ??? ???? ?? ??? ?? ????? ?? ???? ?? ??? ?? ??? ?? ??? ?? ???? ?? ???,Quraysh,Makhzum,,,,9,,,,,,
1032,NQ167,???? ?? ?????? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Marwanid,9,?? ???? ??? ???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,,9,,,,,,
1043,NQ168,??? ?????? ?? ?????? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Marwanid,10,?? ???? ??? ???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,,9,,,,,,
1033,NQ167,??? ????? ?? ??? ?????? ?? ??????,Quraysh,Qusayy,Umayyad,Marwanid,10,?? ???? ??? ???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,,9,,,,,,
1649,NQ310,??? ????? ?? ??? ?????? ?? ??????,Quraysh,Qusayy,Umayyad,Marwanid,10,????? ??? ??????? ?? ??? ?????? ?? ??????,Quraysh,Makhzum,,,,8,,,,,,
1042,NQ168,???? ?? ??? ???? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Marwanid,10,???? ??? ???? ?? ??? ????? ?? ?????,Quraysh,Qusayy,Umayyad,Marwanid,,9,,,,,,
1028,NQ167,???? ?? ???? ?? ?????? ?? ??? ?????,Quraysh,Qusayy,Umayyad,Marwanid,10,?? ?????? ??? ?????? ?? ???? ?? ??? ????? ?? ????? ?? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,Marwanid,,10,,,,,,
