Numbering,Source,HusbandName,HusbandTribe ,HusbandSubtribe1,HusbandSubtribe2,HusbandSubtribe3,HusbandGeneration ,WifeName,WifeTribe,WifeSubtribe1,WifeSubtribe2,WifeSubtribe3,WifeSubtribe4,WifeGeneration,Sons,Daughters,H Lat,H Lng,W Lat,W Lng
1283,NQ229,????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,3,??? ??? ????? ?? ????? ?? ??? ?? ???? ?? ???? ?? ??? ?? ???? ?? ?????,Khuza'a ,,,,,,1,,,,,
1279,NQ229,????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,3,????? ??? ?????? ?? ???? ?? ??? ?? ???? ?? ??? ?? ???? ?? ??? ?? ?????? ?? ???? ?? ?????,Qays Aylan,Mazin b. Mansur,,,,,3,1,,,,
1285,NQ230,????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,3,????? ??? ????? ?? ????/????? (?? ???) ?? ????? ?? ??? ?? ??? ?? ????( ?? ???? ?? ???),Quraysh,Amir b. Lu'ayy,,,,5,,2,,,,
1224,NQ207,???? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,3,????? ??? ????? ?? ??? ?? ??? ????? ?? ???,Quraysh,Qusayy,Asad,,,4,,,,,,
1229,NQ209,???? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,3,??? ???? ?? ?????,Qays Aylan,Sa'd b. Fahm,,,,,1,,,,,
1226,NQ207,???? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,3,??? ??? ??? ???? ?? ??? ?? ???,Quraysh,Qusayy,,,,3,2,,,,,
2192,NQ412,?????? ?? ?????? (?? ??? ?? ??? ????? ?? ????),Quraysh,Qusayy,Asad,,4,???? ??? ????? ?? ???? ?? ???? ?? ???,Quraysh,Sahm,,,,4,2,,,,,
771,NQ123,?????? ?? ?????? ?? ???,Quraysh,Qusayy,Asad,,4,??????? ??? ??? ?? ????,Quraysh,Qusayy,Umayyad,,,5,,1,,,,
1255,NQ218,?????? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,4,????? ??? ???? ?? ??? (?? ???? ?? ????) ???????,Qays Aylan,Amir b. Sa'sa'a,Qushayr,,,,1,,,,,
103,NQ20,?????? ?? ????? ?? ??? ?? ??? ????? ?? ???,Quraysh,Qusayy,Asad,,4,???? ??? ??? ?????? ?? ????,Quraysh,Qusayy,Hashim,,,4,2,1,,,,
1301,NQ235,?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,4,?? ????? ??? ???? ?? ????? ?? ?????? ?? ??? ?????,Quraysh,Qusayy,Abd al-Dar,,,5,1,,,,,
1306,NQ235,?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,4,???? ??? ??? ?????? ?? ????,Quraysh,Qusayy,Hashim,,,4,2,1,,,,
1240,NQ213,???? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,4,???? ??? ???? ?? ??? ???? ?? ??? ?? ??? ?? ??? ?? ???,Quraysh,Taym b. Murra,,,,4,1,1,,,,
1289,NQ231,???? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,4,????? ??? ???? ?? ?????? ?? ???,Quraysh,Qusayy,Asad,,,5,3,,,,,
888,NQ138,????? ?? ???? ?? ??? ?? ??? ????? ?? ???,Quraysh,Qusayy,Asad,,4,????? ??? ???? ?? ????? ?? ??????,Qays Aylan,Sulaym,,,,,,1,,,,
1230,NQ209,??? ?? ???? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,4,?? ??? ???? ??? ??? ??????? ?? ????,Quraysh,Qusayy,Asad,,,6,,,,,,
872,NQ137,???? ?? ????? ?? ???,Quraysh,Qusayy,Asad,,4,?? ??? ??? ????? ?? ??? ???? ?? ????,Quraysh,Qusayy,Umayyad,,,6,1,,,,,
1284,NQ230,???? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,4,??????? ??? ??? ?? ???? ?? ??? ????,Quraysh,Qusayy,Nawfal,,,4,,,,,,
1241,NQ213,???? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,4,???? ??? ?????? ?? ??? ????? ?? ????? ?? ??? ????? ?? ???,Quraysh,Qusayy,Abd al-Dar,,,5,1,,,,,
1312,NQ236,?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,5,?????? ??? ??? ?? ???? ?? ??? ??? ?? ?????,Asad b. Khuzayma,,,,,,,1,,,,
1309,NQ236,?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,5,???? ??? ??? ?? ??? ???? ?? ???? ?? ??? ??? ?? ?????,Bakr b. Wa'il,Qays b. Tha'laba,,,,,2,,,,,
1307,NQ236,?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,5,?????? ??? ???? ?? ???? ?? ???? ?? ??? ?? ??? ?? ???? ?? ???? ??????,Kalb,,,,,,2,1,,,,
1308,NQ236,?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,5,?? ???? ??? ???? ?? ???? ?? ??????,Quraysh,Qusayy,Umayyad,,,7,2,,,,,
1310,NQ236,?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,5,?? ????? ??? ???? ?? ??? ???? (?? ??? ???? ?? ????),Quraysh,Qusayy,Umayyad,,,7,,1,,,,
1925,NQ365,?????? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,5,????? ??? ??? ?? ???? ?? ???? ( ?? ??? ????? ?? ???? ?? ??? ???? ?? ??? ?? ???? ?? ??? ?? ???),Quraysh,Adi b. Ka'b,,,,6,,,,,,
1474,NQ276,?????? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,5,????? ??? ??? ??? ?????? ?? ??? ????? ?? ???? ?? ???? ?? ??? ?? ??? ?? ??? ?? ???,Quraysh,Taym b. Murra,,,,6,1,,,,,
1242,NQ214,??? ??????? ?? ???? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,5,????? ??? ???? ?? ?????? ?? ??? ?? ??? ?????,Quraysh,Qusayy,Asad,,,5,1,,,,,
783,NQ125,?????? ?? ??? ???? ?? ?????? ?? ??? ?? ??? ????? ?? ???,Quraysh,Qusayy,Asad,,5,?????? ??? ??? ????? ?? ???,Quraysh,Qusayy,Umayyad,Sufyanid,,6,,,,,,
1258,NQ220,?????? ?? ??? ???? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,5,????? ??? ?????? ?? ?????? ?? ??? ?? ??? ????? ?? ???? ,Quraysh,Qusayy,Asad,,,5,1,,,,,
1290,NQ231,???? ?? ???? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,5,Unnamed,Kinana,Firas b. Ghanam,,,,,1,,,,,
1291,NQ232,???? ?? ???? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,5,???? ??? ?????? ?? ?????,Quraysh,Qusayy,Asad,,,5,1,,,,,
104,NQ20,???? ?? ???? (?? ????? ?? ??? ??? ?????),Quraysh,Qusayy,Asad,,5,?? ???? ??? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ???,Quraysh,Qusayy,Asad,,,5,,1,,,,
1263,NQ221,???? ?? ?????? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,5,????? ?????? ??? ??? ???? ?? ???????,Quraysh,Makhzum,,,,5,3,,,,,
1302,NQ235,??? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,5,????? ??? ??? ????? ?? ??? ?? ??? ???????,Khuza'a ,Mustaliq,,,,,2,,,,,
1335,NQ244,?????? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,6,Unnamed,Quraysh,Taym  ,,,,,1,,,,,
1334,NQ244,?????? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,6,???? ??? ??? ?????? ?? ??? ???,Quraysh,Taym  ,,,,7,1,,,,,
1333,NQ244,?????? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,6,???? ??? ???? ?? ??? ?? ???? ?? ???? (?? ??? ????? ?? ???? ?? ??? ???? ?? ??? ?? ???? ?? ??? ?? ???),Quraysh,Adi b. Ka'b,,,,8,1,,,,,
277,NQ50,??? ???? ?? ?????? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,6,?? ?????? ??? ??? ?? ???,Quraysh,Qusayy,Hashim,Alid,Hasanid,7,1,1,,,,
1328,NQ243,??? ???? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,6,?? ???? ??? ????? ?? ???? ?? ???? (?? ???? ?? ???? ?? ???? ?? ???? ?? ???? ?? ?????),Ghatafan,Fazara,,,,,4,,,,,
1313,NQ239,??? ???? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,6,????? ??? ????? ?? ???? ?? ???? ?? ???? ?? ???? ?? ???? ?? ???? ?? ???? ?? ?????,Ghatafan,Fazara,,,,,4,,,,,
1329,NQ243,??? ???? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,6,????? ??? ??? ?????? ?? ?????? ?? ???? (?? ???????),Quraysh,Makhzum,,,,7,2,,,,,
1340,NQ248,???? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,6,????? ??? ???? ?? ??? ?? ??? ???? ?? ??? ????? (?? ???? ?? ??? ???? ?? ??? ?? ?????),Quraysh,Makhzum,,,,8,1,,,,,
1338,NQ246,???? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,6,?? ???? ??? ????? ?? ??? ?????? ?? ????,Quraysh,Qusayy,Umayyad,,,,3,,,,,
1337,NQ246,???? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,6,????? ??? ?????? ?? ??? ???????,Quraysh,Qusayy,Asad,,,7,2,,,,,
348,NQ59,???? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,6,????? ??? ??????,Quraysh,Qusayy,Hashim,Alid,Husaynid,7,,,,,,
1261,NQ221,???? ?? ?????? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,6,????? ??? ??? ???? ?? ?????? ?? ??? ???? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,,7,2,,,,,
1619,NQ307,???? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,6,???? ??? ??? ?????? ?? ?????? ?? ???? (?? ???????),Quraysh,Makhzum,,,,7,,,,,,
1618,NQ307,??? ???? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,6,???? ??? ??? ?????? ?? ?????? ?? ???? (?? ???????),Quraysh,Makhzum,,,,7,,,,,,
2030,NQ385,?????? ?? ??? ??????? ?? ???? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,6,?????? ??? ??? ?? ???? ?? ???? ?? ??? ???  ?? ?????,Asad b. Khuzayma,,,,,,1,,,,,
891,NQ146,?????? ?? ??? ??????? ?? ???? ?? ?????? ?? ??? ?? ??? ?????,Quraysh,Qusayy,Asad,,6,?? ???? ??? ???? ?? ??? ???? ?? ??? ???? ?? ????,Quraysh,Qusayy,Umayyad,,,7,,1,,,,
1262,NQ221,??? ???? ?? ?????? ?? ??? ???? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,6,???? ??? ???? ?? ???,Asad b. Khuzayma,Badr,,,,,1,,,,,
1292,NQ232,??? ???? ?? ???? ?? ???? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,6,???? ??? ?????? ?? ????? (?? ??? ?? ??? ?? ??? ??? ?? ????),Qays Aylan,Amir b. Sa'sa'a,Kilab b. Rabi'a,,,,1,,,,,
1265,NQ222,??? ???? ?? ???? ?? ?????? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,6,???? ??? ??? ???? ?? ??? ????? (?? ???? ?? ??? ???? ?? ??? ?? ?????),Quraysh,Makhzum,,,,6,1,,,,,
1303,NQ235,??? ???? ?? ??? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,6,?? ???? ?? ???? ?? ??? ??? ?? ??? ??????,Quraysh,Qusayy,Hashim,,,6,1,,,,,
1236,NQ212,???? ?? ???? ?? ???? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,6,????? ??? ???? ?? ???? (?? ????? ?? ??? ?? ??? ????? ?? ????),Quraysh,Qusayy,Asad,,,6,1,,,,,
1273,NQ228,??? ?? ???? ?? ?????? ?? ?????? ?? ??? ?? ??? ?????,Quraysh,Qusayy,Asad,,6,??? ???? ?? ????? ?? ??? ??? ,Quraysh,Qusayy,Abd Shams,,,5,1,,,,,
664,NQ112,??? ???? ?? ??????,Quraysh,Qusayy ,Asad,Zubayrid,6,????? ??? ????? ?? ????,Quraysh,Qusayy,Umayyad,Uthmanid,,7,,,,,,
696,NQ116,???? ?? ?????? ?? ??????,Quraysh,Qusayy ,Asad,Zubayrid,6,???? ??? ??? ???? ?? ??? ?? ??????,Quraysh,Adi b. Ka'b,,,,8,,1,,,,
266,NQ46,?????? ?? ????? ?? ?????? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,7,????? ??? ???,Quraysh,Qusayy,Hashim,Alid,,6,2,,,,,
301,NQ53,???? ?? ???? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,7,????? ??? ????? ?? ????? ?? ???,Quraysh,Qusayy,Hashim,Alid,Hasanid,8,,1,,,,
526,NQ82,???? ?? ??? ???? ?? ?????? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,7,??? ?????? ?? ???? ?? ???? ?? ??? ????,Quraysh,Qusayy,Hashim,,,8,,,,,,
1318,NQ241,???? ?? ??? ???? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,7,?? ?????? ??? ???? ?? ??? ???? ?? ??? ?? ???? ?? ???? ????? ?? ??? ?? ??? ??????,Aws,Abd al-Ashhal,,,,,1,,,,,
1315,NQ240,???? ?? ??? ???? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,7,??? ??? ???? ?? ??? ?? ???? ?? ???? ?? ???? (?? ???? ?? ???? ?? ???? ?? ???? ?? ?????),Ghatafan,Fazara,,,,,1,,,,,
1320,NQ241,???? ?? ??? ???? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,7,????? ??? ?????? ?? ???? ?? ???? ?? ??? ????,Quraysh,Qusayy,Hashim,,,8,2,,,,,
1330,NQ243,???? ?? ??? ???? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,7,????? ??? ??????? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,,7,1,,,,,
1325,NQ242,???? ?? ??? ???? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,7,????? ??? ??? ???? ?? ???? ?? ???? (?? ?????),Quraysh,Qusayy,Asad,,,7,2,,,,,
1326,NQ242,???? ?? ??? ???? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,7,????? ??? ??? ?????? ?? ?????? ?? ???? (?? ???????),Quraysh,Makhzum,,,,7,1,,,,,
1344,NQ250,??? ?? ???? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,7,?? ?????? ??? ???? ?? ?????? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,,7,1,,,,,
279,NQ50,???? ?? ?????? ?? ?????? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,7,?? ???? ??? ????? ?? ???,Quraysh,Qusayy,Hashim,Alid,Hasanid,7,,,,,,
1897,NQ361,???? ?? ?????? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,7,?? ????? ??? ??? ?? ???? ?? ??? ?? ?????? ?? ???? ?? ??? ????? ?? ???? ?? ??? ???? ?? ??? ?? ???? ?? ??? ?? ??? ?? ??? ?? ???? ?? ???,Quraysh,Adi b. Ka'b,,,,9,,,,,,
1614,NQ307,???? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,7,?? ?????? ??? ??? ?????? ?? ?????? ?? ???? (?? ???????),Quraysh,Makhzum,,,,7,,,,,,
2000,NQ381,???? ?? ???? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,7,?? ??????? ??? ??????? ?? ???? ?? ??? ???? ?? ???? ?? ??? ?? ??? ?? ???? ?? ???? ?? ??? ?? ???,Quraysh,Adi b. Ka'b,,,,7,1,,,,,
1304,NQ235,????? ?? ??? ???? ?? ??? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,7,??? ???? ?? ????? ?? ???? ?? ???? ?? ???? ?? ????,Qays Aylan,Amir b. Sa'sa'a,Malik of Ja'far of Kilab,,,,2,,,,,
265,NQ46,???? ?? ?????? ?? ??? ??????? ( ?? ???? ?? ?????? ?? ??? ?? ??? ?????),Quraysh,Qusayy,Asad,,7,????? ??? ???,Quraysh,Qusayy,Hashim,Alid,,6,,2,,,,
1246,NQ214,??? ?????? ?? ?????? ?? ??? ??????? ?? ???? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,7,???? ??? ?????? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,,6,1,,,,,
1276,NQ228,??? ???? ?????? ?? ??? ?? ???? ?? ?????? ?? ?????? ?? ??? ?? ??? ?????,Quraysh,Qusayy,Asad,,7,????? ??? ??????? ?? ???? ????????,Quda'a,Bahra',,,,,6,,,,,
1274,NQ228,??? ???? ?????? ?? ??? ?? ???? ?? ?????? ?? ?????? ?? ??? ?? ??? ?????,Quraysh,Qusayy,Asad,,7,??? ?????? ?? ???? ?? ????? ?? ??? ????,Kinana,Firas b. Ghanam,,,,,1,,,,,
1251,NQ216,??? ???? ?? ?????? ?? ??? ??????? ?? ???? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,7,????? ??? ???? ?? ??? ???? ?? ????? ?? ???? ?? ??? ?? ???? ?? ??? ?? ??? ?? ??? ?? ???,Quraysh,Taym b. Murra,,,,8,1,,,,,
1293,NQ233,????? ?? ??? ???? ?? ???? ?? ???? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,7,???? ??? ?????? ?? ??????,Quraysh,Qusayy,Asad,,,6,2,,,,,
192,NQ32,????? ?? ???? ???? ?? ???? ?? ???? ?? ?????? ?? ??? ?? ??? ?????,Quraysh,Qusayy,Asad,,7,??????? ??? ???? ???? ?? ?????? ?? ??? ??????,Quraysh,Qusayy,Hashim,Abbasid,,6,1,,,,,
1317,NQ241,???? ?? ???? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,8,????? ??? ???? ?? ???? ?? ??? ???? ?? ?????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,Zubayrid,,9,1,,,,,
227,NQ39,??? ?????? ?? ???? ?? ??? ???? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,8,?????? ??? ???? ?? ?????? ?? ??????,Quraysh,Qusayy,Hashim,Abbasid,,7,,,,,,
1237,NQ212,??? ?? ???? ?? ???? ???? ?? ???? ?? ???? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,8,??? ??? ???? ?? ???? ?? ????? ?? ?????,Qays Aylan,Sulaym ,,,,,,1,,,,
1248,NQ216,??? ?????? ?? ??? ???? ?? ?????? ?? ??? ??????? ?? ???? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,8,??? ??? ???? ?? ?????? ( ?? ??? ???????),Quraysh,Qusayy,Asad,,,8,3,,,,,
349,NQ59,??? ???? ?? ????? ?? ??? ???? ?? ???? ?? ???? ?? ?????,Quraysh,Qusayy,Asad,,8,????? ??? ??????,Quraysh,Qusayy,Hashim,Alid,Husaynid,7,2,1,,,,
1297,NQ234,??? ???? ?? ????? ?? ??? ???? ?? ???? ?? ???? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,8,????? ??? ??? ???? ?? ??????,Quraysh,Qusayy,Asad,Zubayrid,,7,2,,,,,
1238,NQ212,??? ???? ?? ????? ?? ???? ???? ?? ???? ?? ???? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,8,?? ???? ??? ??? ?? ???? ?? ???? ???? ?? ???? ?? ???? ?? ?????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,,,,,,,,
1299,NQ234,????? ?? ?????? ?? ????? ?? (??? ???? ??) ???? ?? ???? ?? ????? ?? ??? ?? ??? ????? ?? ????,Quraysh,Qusayy,Asad,,9,?? ??? ???? ??? ??? ?????? ?? ??? ???? ?? ???? ?? ???? ?? ????? ?? ???,Quraysh,Qusayy,Asad,,,8,1,,,,,
