"Source","HusbandName","HusbandTribe","HusbandSubtribe1","HusbandSubtribe2","HusbandSubtrib3","HusbandSubtribe4","HusbandGeneration","WifeName","WifeTribe","WifeSubtribe1","WifeSubtribe2","WifeSubtrib3","WifeSubtrib4","Generation wife","Sons","Daughters","H Lat","H Lng","W Lat","W Lng"
"NQ424","شعبة بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,4,"ام حبيب بنت العاصى بن امية","Quraysh","Qusayy","Umayyad",,,5,1,,,,,
"NQ173","عمرو بن عبد الله بن ابو قيس (بن عبد ود بن نصر بن مالك بن حسل NQ345","Quraysh","Amir b. Lu'ayy",,,,4,"ام حبيب بنت العاصى بن امية","Quraysh","Qusayy","Umayyad",,,5,,,,,,
"NQ100","ابو سفيان بن حرب بن امية","Quraysh","Qusayy","Umayyad","Sufyanid",,4,"صفية بنت ابو العاصى بن امية الاكبر بن عبد شمس","Quraysh","Qusayy","Umayyad",,,5,1,1,,,,
"NQ123","شيبة بن ربيعة بن عبد شمس","Quraysh","Qusayy",,,,4,"فاختة الكبرى بنت حرب بن امية","Quraysh","Qusayy","Umayyad",,,5,1,,,,,
"NQ137","نوفل بن خويلد بن اسد","Quraysh","Qusayy","Asad",,,4,"ام ليث بنت مسافر بن ابو عمرو بن امية","Quraysh","Qusayy","Umayyad",,,6,1,,,,,
"NQ146","العلاء بن وهب بن عبد بن وهبان بن ضباب بن حجير بن معيص بن عامر بن لؤى","Quraysh","Amir b. Lu'ayy",,,,4,"هند بنت عقبة بن ابو معيط بن ابو عمرو بن امية","Quraysh","Qusayy","Umayyad",,,7,,,,,,
"NQ430","حويطب بن عبد العزى بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,4,"ام حبيب بنت ابو سفيان بن حرب بن امية","Quraysh","Qusayy","Umayyad","Sufyanid",,,1,,,,,
"NQ100","محمد النبى","Quraysh","Qusayy","Hashim",,,5,"ام حبيبة بنت ابو سفيان بن حرب","Quraysh","Qusayy","Umayyad","Sufyanid",,5,,,,,,
"NQ202","عدى الاصغر بن الخيار بن عدى بن نوفل بن عبد مناف","Quraysh","Qusayy",,,,5,"بنت ابو سفيان بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad","Sufyanid",,5,,,,,,
"NQ312","ابو جهل بن هشام بن المغيرة","Quraysh","Makhzum",,,,5,"اروى بنت ابو العيص بن امية","Quraysh","Qusayy","Umayyad",,,5,,4,,,,
"NQ266","عبد الرحمن بن عوف بن عبد عوف بن عبد بن الحارث","Quraysh","Zuhra",,,,5,"ام كلثوم بنت عتبة بن ربيعة بن عبد شمس","Quraysh","Qusayy","Umayyad",,,5,1,,,,,
"NQ187","اسيد بن ابو العيص بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad",,,5,"زينب بنت ابو عمرو بن امية","Quraysh","Qusayy","Umayyad",,,5,2,,,,,
"NQ267","حذيفة بن عتبة بن ربيعة (بن عبد شمس)","Quraysh","Qusayy","Umayyad",,,5,"سهلة بنت سهيل بن عمرو بن عبد شمس","Quraysh","Qusayy","Umayyad",,,5,1,,,,,
"NQ267","عبد الرحمن بن عوف بن عبد عوف بن عبد بن الحارث","Quraysh","Zuhra",,,,5,"سهلة بنت سهيل بن عمرو بن عبد شمس","Quraysh","Qusayy","Umayyad",,,5,1,,,,,
"NQ126","ابو سفيان بن حرب بن امية","Quraysh","Qusayy","Umayyad","Sufyanid",,5,"صفية بنت ابو عمرو بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad",,,5,1,2,,,,
"NQ126","ابو سفيان بن حرب بن امية","Quraysh","Qusayy","Umayyad","Sufyanid",,5,"لبابة بنت ابو العاصى بن امية","Quraysh","Qusayy","Umayyad",,,5,,1,,,,
"NQ201","عدى الاكبر بن الخيار بن عدى بن نوفل بن عبد مناف","Quraysh","Qusayy",,,,5,"اثاثة/هند بنت سفيان بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad",,,5,1,,,,,
"NQ389","صفوان بن امية بن خلف بن وهب بن حذافة بن جمح بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Jumah",,,,5,"ام حبيب بنت ابو سفيان بن حرب بن امية","Quraysh","Qusayy","Umayyad","Sufyanid",,6,1,,,,,
"NQ125","السائب بن ابو حبيش بن المطلب بن اسد بن عبد العزى بن قصى","Quraysh","Qusayy","Asad",,,5,"جويرية بنت ابو سفيان بن حرب","Quraysh","Qusayy","Umayyad","Sufyanid",,6,,,,,,
"NQ125","عبد الرحمن بن الحارث بن امية الاصغر بن عبد شمس","Quraysh","Qusayy",,,,5,"جويرية بنت ابو سفيان بن حرب","Quraysh","Qusayy","Umayyad","Sufyanid",,6,,,,,,
"NQ138","طبيق بن سفيان بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad",,,5,"اروى بنت ابو معيط بن ابو عمرو بن امية","Quraysh","Qusayy","Umayyad",,,6,,,,,,
"NQ399","عامر بن حذيم بن سلامان بن ربيعة بن سعد بن جمح","Quraysh","Jumah",,,,5,"اروى بنت ابو معيط بن ابو عمرو بن امية","Quraysh","Qusayy","Umayyad",,,6,1,1,,,,
"NQ338","سفيان بن عبد الاسد بن هلال بن عبد الله بن عمر بن مخزوم","Quraysh","Makhzum",,,,5,"ام جميل بنت المغيرة بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad",,,6,7,,,,,
"NQ137","عبد الله بن عوف بن عبد عوف بن عبد بن الحارث بن زهرة","Quraysh","Zuhra",,,,5,"امرة بنت ابو وحرة بن ابو عمرو بن امية","Quraysh","Qusayy","Umayyad",,,6,1,,,,,
"NQ270","ابو العاصى بن الربيع بن عبد العزى (بن عبد شمس)","Quraysh","Qusayy",,,,5,"بنت سعيد/ابو احيحة بن العاصى (بن امية)","Quraysh","Qusayy","Umayyad",,,6,,1,,,,
"NQ174","ابو العاصى بن الربيع بن عبد العزى بن عبد شمس","Quraysh","Qusayy",,,,5,"فاختة بنت سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,,6,,1,,,,
"NQ158","ابو العاصى بن الربيع بن عبد العزى بن عبد شمس","Quraysh","Qusayy",,,,5,"فاخطة بنت ابو احيحة بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,,6,,1,,,,
"NQ201","عدى الاكبر بن الخيار بن عدى بن نوفل بن عبد مناف","Quraysh","Qusayy",,,,5,"ام قتال بنت اسيد بن ابو العيص","Quraysh","Qusayy","Umayyad",,,6,1,,,,,
"NQ236","الزبير بن العوام بن خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad","Zubayrid",,5,"ام خالد بنت خالد بن سعيد بن العاصى","Quraysh","Qusayy","Umayyad",,,7,2,,,,,
"NQ236","الزبير بن العوام بن خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad","Zubayrid",,5,"ام كلثوم نبت عقبة بن ابو معيط (بن ابو عمرو بن امية)","Quraysh","Qusayy","Umayyad",,,7,,1,,,,
"NQ266","عبد الرحمن بن عوف بن عبد عوف بن عبد بن الحارث","Quraysh","Zuhra",,,,5,"ام كلثوم بنت عقبة بن ابو معيط","Quraysh","Qusayy","Umayyad",,,,4,,,,,
"NQ266","عبد الرحمن بن عوف بن عبد عوف بن عبد بن الحارث","Quraysh","Zuhra",,,,5,"بنت شيبة بن ربيعة بن عبد شمس ","Quraysh","Qusayy","Umayyad",,,,,1,,,,
"NQ126","معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,6,"كثنة بنت امية بن ابو سفيان بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad","Sufyanid",,6,,,,,,
"NQ86","الحارث بن نوفل بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,6,"هند بنت ابو سفيان بن حرب","Quraysh","Qusayy","Umayyad","Sufyanid",,6,1,,,,,
"NQ346","حذافة بن معبد بن وهب بن عمرو بن عائذ بن عمران بن مخزوم","Quraysh","Makhzum",,,,6,"اروى بنت ابو وجرة بن ابو عمرو بن امية","Quraysh","Qusayy","Umayyad",,,6,1,,,,,
"NQ339","عبد الله بن المطلب بن حنطب بن الحارث بن عبيد بن عمر بن مخزوم","Quraysh","Makhzum",,,,6,"ام ابان بنت الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad",,,6,1,,,,,
"NQ159","عبد الملك بن المطلب بن حنطب بن الحارث بن عبيد بن عمر بن مخزوم","Quraysh","Makhzum",,,,6,"ام ابان بنت الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad",,,6,1,,,,,
"NQ159","عبد الرحمن بن ابو ذئب بن شعبة بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى","Quraysh","Amir b. Lu'ayy",,,,6,"امامة/ثمامة بنت الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad",,,6,2,,,,,
"NQ134","حنظلة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,6,"سلمى بنت عمرو بن حرب بن امية","Quraysh","Qusayy","Umayyad",,,6,1,,,,,
"NQ112","مروان بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad","Marwanid",,6,"ام ابان الكبرى بنت عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,7,,,,,,
"NQ170","الحارث بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,6,"عائشة بنت عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,7,2,,,,,
"NQ112","عبد الله بن الزبير","Quraysh","Asad","Zubayrid",,,6,"عائشة بنت عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,7,,,,,,
"NQ111","عبد الرحمن بن الحارث بن هشام بن المغيرة","Quraysh","Makhzum",,,,6,"مريم بنت عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,7,,1,,,,
"NQ146","المطلب بن ابو البخترى بن هاشم بن الحارث بن اسد بن عبد العزى","Quraysh","Qusayy","Asad",,,6,"ام حكيم بنت عقبة بن ابو معيط بن ابو عمرو بن امية","Quraysh","Qusayy","Umayyad",,,7,,1,,,,
"NQ173","مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,6,"عائشة بنت معاوية بن المغيرة بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,1,,,,,
"NQ130","عثمان بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,6,"ام عثمان بنت یزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,8,,1,,,,
"NQ171","عبد الرحمن بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,6,"ام القاسم بنت عبد الله بن خالد بن اسيد","Quraysh","Qusayy","Umayyad",,,8,2,,,,,
"NQ385","عبد الله بن مطيع بن الاسود بن حارثة بن نضلة بن عوف بن عبيد بن عويج بن عدى بن كعب","Quraysh","Adi b. Ka'b",,,,6,"ام عبد الملك بنت عبد الله بن خالد بن اسيد بن ابو العيص بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad",,,8,2,,,,,
"NQ171","ابان بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,6,"ام عثمان بنت خالد بن عقبة بن ابو معيط","Quraysh","Qusayy","Umayyad",,,8,2,1,,,,
"NQ202","الولید بن عدى الاصغر بن الخيار بن عدى بن نوفل بن عبد مناف","Quraysh","Qusayy",,,,6,"ام البنين بنت هاشم بن ابو سفيان بن عثمان","Quraysh","Qusayy","Umayyad","Uthmanid",,,3,,,,,
"NQ160","عبد الله بن المطلب بن حنطب","Quraysh","Makhzum",,,,6,"الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad",,,,,,,,,
"NQ246","عروة بن الزبير بن العوام بن خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad","Zubayrid",,6,"ام يحيى بنت الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad",,,,3,,,,,
"NQ267","عبد الله بن الاسود بن هشام بن عمرو (بن ربيعة بن الحارث بن حبيب بن جذيمة بن مالك بن حسل بن عامر بن لؤى NQ432)","Quraysh","Amir b. Lu'ayy",,,,7,"سهلة بنت سهيل بن عمرو بن عبد شمس","Quraysh","Qusayy","Umayyad",,,5,,,,,,
"NQ121","سعيد بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,7,"ابنة ابو سفيان بن حرب بن امية","Quraysh","Qusayy","Umayyad","Sufyanid",,6,1,1,,,,
"NQ178","سعيد بن العاصى بن سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,,7,"ام البنين بنت الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad",,,6,2,,,,,
"NQ121","الوليد بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,7,"ام عمرو بنت مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,7,,1,,,,
"NQ128","عمرو بن عثمان بن  عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,7,"رملة بنت معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,7,2,,,,,
"NQ134","عثمان بن محمد بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,7,"عاتكة بنت عنبسة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,7,,,,,,
"NQ128","محمد بن زياد بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,7,"عائشة بنت معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,7,,,,,,
"NQ132","عبد الرحمن بن زياد بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,7,"فاختة بنت عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,7,1,,,,,
"NQ112","عبد الله بن خالد بن اسيد بن ابو العيص","Quraysh","Qusayy","Umayyad",,,7,"ام خالد بنت عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,7,,,,,,
"NQ112","عبد الله بن خالد بن اسيد بن ابو العيص","Quraysh","Qusayy","Umayyad",,,7,"ام عثمان بنت عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,7,,,,,,
"NQ180","سعيد بن العاصى بن سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,,7,"ام عمرو بنت عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,7,4,1,,,,
"NQ180","سعيد بن العاصى بن سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,,7,"بنت عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,7,1,,,,,
"NQ112","عثمان بن الحارث بن الحكم بن أبي العاصي","Quraysh","Qusayy","Umayyad",,,7,"عائشة بنت عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,7,,,,,,
"NQ111","عبد الملك بن مروان بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad","Marwanid",,7,"مريم بنت عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,7,,,,,,
"NQ172","عثمان بن ابان بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,"ام عبد الله بنت حبيب بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,,1,,,,
"NQ160","عبد الملك بن الحارث بن الحكم","Quraysh","Qusayy","Umayyad",,,7,"ام عثمان بنت مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad",,,7,,,,,,
"NQ170","عبد الملك بن الحارث بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,"ام عمرو بنت عبد الرحمن بن الحكم","Quraysh","Qusayy","Umayyad",,,7,1,1,,,,
"NQ170","عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,7,"ام كلثوم بنت الحارث بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,,,,,,
"NQ130","عباد بن زياد بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,7,"ام عبد الرحمن بنت یزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,8,,,,,,
"NQ130","عمرو بن عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,7,"ام محمد بنت یزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,8,,,,,,
"NQ132","عبد الله بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,7,"رقية بنت عبد الله بن معاوية بن ابو سفيان بن حرب","Quraysh","Qusayy","Umayyad","Sufyanid",,8,,,,,,
"NQ130","عتبة بن عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,7,"رملة بنت یزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,8,,,,,,
"NQ129","عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,7,"عاتكة بنت یزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,8,2,,,,,
"NQ169","عبد العزيز بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,7,"عائشة بنت عبد الله بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,8,,2,,,,
"NQ120","عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,7,"ام ايوب بنت عمر بن عثمان بع عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,8,1,,,,,
"NQ121","عبد الله بن معاوية بن ابو سفيان بن حرب","Quraysh","Qusayy","Umayyad","Sufyanid",,7,"عائشة بنت سعيد بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,8,,,,,,
"NQ385","الحارث بن خالد بن العاصى بن هشام بن المغيرة","Quraysh","Makhzum",,,,7,"ام عبد الملك بنت عبد الله بن خالد بن اسيد بن ابو العيص بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad",,,8,,1,,,,
"NQ133","الولید بن عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,7,"رملة بنت سعيد بن العاصى","Quraysh","Qusayy","Umayyad",,,8,,,,,,
"NQ181","خالد بن عقبة (بن ابو معيط بن ابو عمرو بن امية)","Quraysh","Qusayy","Umayyad",,,7,"رملة بنت سعيد بن العاصى بن سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,,8,,,,,,
"NQ181","يزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,7,"رملة بنت سعيد بن العاصى بن سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,,8,,,,,,
"NQ167","عبيد الله بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,7,"عائشة بنت هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,9,,,,,,
"NQ132","عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,7,"ام عثمان بنت عبد الله بن يزيد بن معاوية","Quraysh","Qusayy","Umayyad","Sufyanid",,9,,,,,,
"NQ115","عبد العزيز بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,7,"حفصة بنت عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,9,,,,,,
"NQ169","بشر بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,7,"ام حكيم بنت محمد بن عمارة بن عقبة بن ابو معيط","Quraysh","Qusayy","Umayyad",,,9,1,,,,,
"NQ132","عبد الله بن يزيد بن معاوية","Quraysh","Qusayy","Umayyad","Sufyanid",,8,"ام كلثوم بنت عنبسة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,7,,1,,,,
"NQ112","خالد بن الوليد بن عقبة بن ابو معيط بن أبو عمرو بن أمية","Quraysh","Qusayy","Umayyad",,,8,"اروى بنت عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,7,,,,,,
"NQ165","سليمان بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",,8,"ام ابان بنت ابان بن الحكم بن ابو العاص","Quraysh","Qusayy","Umayyad",,,7,1,,,,,
"NQ172","هشام بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",,8,"ام الحكم بنت يحيى بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,,,,,,
"NQ167","هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,8,"ام حكيم بنت يحيى بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,3,2,,,,
"NQ166","سليمان بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",,8,"ام عمرو بنت عبد الله بن خالد بن اسيد بن ابو العيص","Quraysh","Qusayy","Umayyad",,,7,1,,,,,
"NQ171","هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,8,"آمنة بنت يحيى بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,,,,,,
"NQ121","سليمان بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,8,"عائشة بنت الوليد بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid","عائشة بنت الوليد بن عثمان بن عفان",8,,,,,,
"NQ165","الوليد بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",,8,"ام البنين بنت عبد العزيز بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,8,2,1,,,,
"NQ168","الوليد بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",,8,"ام الحكم بنت عبد العزيز بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,8,,,,,,
"NQ168","سليمان بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",,8,"ام الحكم بنت عبد العزيز بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,8,,,,,,
"NQ168","هشام بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",,8,"ام الحكم بنت عبد العزيز بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,8,,,,,,
"NQ168","عبد الله بن عبد العزيز بن الحارث بن الحكم","Quraysh","Qusayy","Umayyad",,,8,"رملة بنت محمد بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,8,,1,,,,
"NQ162","خالد بن یزيد بن معاوية ","Quraysh","Qusayy","Umayyad","Sufyanid",,8,"عائشة بنت عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",,8,,,,,,
"NQ165","سليمان بن داود بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,8,"فاطمة بنت عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",,8,2,,,,,
"NQ165","عمر بن عبد العزيز","Quraysh","Qusayy","Umayyad","Marwanid",,8,"فاطمة بنت عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",,8,2,,,,,
"NQ130","الاصبغ بن عبد العزيز بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Sufyanid",,8,"ام يزيد بنت یزيد بن معاوية بن ابو سفيان ","Quraysh","Qusayy","Umayyad","Sufyanid",,8,1,,,,,
"NQ133","ابو بكر بن عبد العزيز بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,8,"امة بنت الولید بن عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,8,,,,,,
"NQ133","سليمان بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",,8,"امة بنت الولید بن عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,8,,,,,,
"NQ131","عبد الله بن يزيد بن معاوية","Quraysh","Qusayy","Umayyad","Sufyanid",,8,"عاتكة بنت عبد الله بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,8,,2,,,,
