"Source","HusbandName","HusbandTribe","HusbandSubtribe1","HusbandSubtribe2","HusbandSubtrib3","HusbandSubtribe4","HusbandGeneration","WifeName","WifeTribe","WifeSubtribe1","WifeSubtribe2","WifeSubtrib3","WifeSubtrib4","Generation wife","Sons","Daughters","H Lat","H Lng","W Lat","W Lng"
"NQ20","كلدة بن هاشم بن عبد مناف بن عبد الدار بن قصى","Quraysh","Qusayy","Hashim",,,4,"اروى بنت عبد المطلب بن هاشم","Quraysh","Qusayy","Hashim",,,4,,1,,,,
"NQ428","ابو رهم بن عبد العزى بن أبو قيس","Quraysh","Amir b. Lu'ayy",,,,4,"برة بنت عبد المطلب بن هاشم","Quraysh","Qusayy","Hashim",,,4,1,,,,,
"NQ337","عبد الاسد بن هلال بن عبد الله بن عمر بن مخزوم","Quraysh","Makhzum",,,,4,"برة بنت عبد المطلب بن هاشم","Quraysh","Qusayy","Hashim",,,4,1,,,,,
"NQ91","الارقم بن نضلة بن هاشم","Quraysh","Qusayy","Hashim",,,4,"خلدة بنت اسد بن هاشم","Quraysh","Qusayy","Hashim",,,4,,3,,,,
"NQ20","العوام بن خويلد بن اسد بن عبد العزى بن قصى","Quraysh","Qusayy","Asad",,,4,"صفية بنت عبد المطلب بن هاشم","Quraysh","Qusayy","Hashim",,,4,2,1,,,,
"NQ235","العوام بن خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,4,"صفية بنت عبد المطلب بن هاشم","Quraysh","Qusayy","Hashim",,,4,2,1,,,,
"NQ316","ابو امية بن المغيرة","Quraysh","Makhzum",,,,4,"عاتكة بنت عبد المطلب بن هاشم","Quraysh","Qusayy","Hashim",,,4,2,1,,,,
"NQ300","ابو امية بن المغيرة بن عبد الله بن عمر بن مخزوم بن يقظة بن مرة بن كعب بن لؤى بن غالب بن فهر","Quraysh","Makhzum",,,,4,"عاتكة بنت عبد المطلب بن هاشم","Quraysh","Qusayy","Hashim",,,4,,,,,,
"NQ40","ابو طالب بن عبد المطلب","Quraysh","Qusayy","Hashim",,,4,"فاطمة بنت اسد بن هاشم بن عبد مناف بن قصى","Quraysh","Qusayy","Hashim",,,4,4,2,,,,
"NQ85","ابو وداعة بن هبيرة بن سعيد بن سعد بن سهم","Quraysh","Sahm",,,,4,"اروى بنت الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,5,,,,,,
"NQ274","ازهر بن عبد عوف بن عبد بن الحارث بن زهرة","Quraysh","Zuhra",,,,4,"البكيرة بنت عبد يزيد بن هاشم بن عبد المطلب بن عبد مناف","Quraysh","Qusayy","Hashim",,,5,3,,,,,
"NQ205","الحارث بن عامر بن نوفل بن عبد مناف","Quraysh","Qusayy",,,,4,"درة بنت ابو لهب (بن عبد المطلب)","Quraysh","Qusayy","Hashim",,,5,2,,,,,
"NQ93","القاسم بن مخرمة بن المطلب","Quraysh","Qusayy",,,,4,"اروى الكبرى بنت ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,6,1,,,,,
"NQ101","كريز بن ربيعة بن حبيب بن عبد شمس","Quraysh","Qusayy",,,,5,"ام حكيم بنت عبد المطلب","Quraysh","Qusayy","Hashim",,,4,,1,,,,
"NQ135","الحارث بن حرب بن امية","Quraysh","Qusayy","Umayyad",,,5,"صفية بنت عبد المطلب بن هاشم","Quraysh","Qusayy","Hashim",,,4,,1,,,,
"NQ37","على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,5,"آبية بنت معبد بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,5,,,,,,
"NQ91","عبيد بن عبد يزيد بن هاشم بن المطلب بن عبد مناف","Quraysh","Qusayy",,,,5,"الشقاء بنت الارقم بن نضلة بن هاشم","Quraysh","Qusayy","Hashim",,,5,1,,,,,
"NQ87","ربيعة بن الحارث بن عبد المطلب ","Quraysh","Qusayy","Hashim",,,5,"ام الحكم بنت الزبير بن عبد المطلب","Quraysh","Qusayy","Hashim",,,5,9,2,,,,
"NQ39","هبيرة بن ابو وهب بن عمرو بن عائد بن عمران بن مجزوم","Quraysh","Makhzum",,,,5,"ام هانى/فاختة/هند بنت ابو طالب بن عبد المطلب","Quraysh","Qusayy","Hashim",,,5,,,,,,
"NQ40","ابو سفيان بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,5,"جمانة بنت ابو طالب بن عبد المطلب ","Quraysh","Qusayy","Hashim",,,5,,,,,,
"NQ91","جميل بن معمر بن حبيب (بن وهب بن حذافة بن جمح)","Quraysh","Jumah",,,,5,"هند بنت الارقم بن نضلة بن هاشم","Quraysh","Qusayy","Hashim",,,5,,,,,,
"NQ38","كثير بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,5,"ام كلثوم بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,6,1,,,,,
"NQ45","تمام بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,5,"ام كلثوم/نفيسة الصغرى بنت على","Quraysh","Qusayy","Hashim","Alid",,6,,1,,,,
"NQ45","كثير بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,5,"زينب الصغرى بنت على ","Quraysh","Qusayy","Hashim","Alid",,6,,1,,,,
"NQ22","عتيبة بن ابو لهب","Quraysh","Qusayy","Hashim",,,5,"ام كلثوم بنت محمد  ","Quraysh","Qusayy","Hashim",,,6,,,,,,
"NQ22","عتبة بن ابو لهب","Quraysh","Qusayy","Hashim",,,5,"رقية بنت محمد","Quraysh","Qusayy","Hashim",,,6,,,,,,
"NQ158","ابو العاصى بن الربيع بن عبد العزى بن عبد شمس","Quraysh","Qusayy",,,,5,"زينب بنت محمد النبى","Quraysh","Qusayy","Hashim",,,6,1,1,,,,
"NQ83","على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,5,"فاطمة بنت النبى","Quraysh","Qusayy","Hashim",,,6,,1,,,,
"NQ91","موسى بن سعد بن ابو وقاص","Quraysh","Zuhra",,,,5,"ام هارون بنت عبد الله بن حنين بن اسد بن هاشم","Quraysh","Qusayy","Hashim",,,7,2,,,,,
"NQ27","الاسود بن سفيان بن عبد الاسد بن هلال بن عبد الله بن عمرو بن مخزوم","Quraysh","Makhzum",,,,6,"ام حبيب بنت عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,5,2,,,,,
"NQ28","العباس بن عتبة بن ابو لهب بن عبد المطلب","Quraysh","Qusayy","Hashim",,,6,"آمنة بنت العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,5,1,,,,,
"NQ50","على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,6,"ام كلثوم بنت الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",6,2,,,,,
"NQ29","عبد الله بن عبيد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,6,"اسماء بنت عبد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,6,2,,,,,
"NQ29","على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,6,"العالية بنت عبيد الله بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,6,1,,,,,
"NQ39","الزبير بن الحارث بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,6,"ام العباس بنت عبيد الله بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,6,3,1,,,,
"NQ28","الحسن بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Hasanid",6,"ام كلثوم بنت الفضل بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,6,3,1,,,,
"NQ28","عمران بن طلحة","Quraysh","Taym b. Murra",,,,6,"ام كلثوم بنت فضل بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,6,,,,,,
"NQ45","جعفر بن تمام بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,6,"ام كلثوم بنت كثير بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,6,,,,,,
"NQ37","عبد الله بن معبد بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,6,"ام محمد بنت عبيد الله بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,6,3,1,,,,
"NQ197","نافع بن جبير بن مطعم بن عدى","Quraysh","Adi b. Ka'b",,,,6,"بنت عبید الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,6,1,,,,,
"NQ285","اسماعيل بن طلحة بن عبيد الله","Quraysh","Taym b. Murra",,,,6,"لبابة بنت عبد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,6,,1,,,,
"NQ29","على بن عبد الله بن جعفر","Quraysh","Qusayy","Hashim",,,6,"لبابة بنت عبد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,6,,,,,,
"NQ29","محمد بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,6,"لبابة بنت عبد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,6,,,,,,
"NQ32","العباس بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,6,"لبابة بنت عبيد الله بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,6,1,,,,,
"NQ45","جعدة بن هبيرة بن ابو وهب بن عمر بن عائد بن عمران بن مخزوم","Quraysh","Makhzum",,,,6,"ام الحسين بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,6,,,,,,
"NQ45","جعفر بن عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"ام الحسين بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,6,,,,,,
"NQ45","عبد الله الاكبر بن عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"ام كلثوم/نفيسة الصغرى بنت على","Quraysh","Qusayy","Hashim","Alid",,6,,1,,,,
"NQ25","عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"ام کلثوم بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,6,,,,,,
"NQ25","عمر بن الخطاب","Quraysh","Adi b. Ka'b",,,,6,"ام کلثوم بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,6,1,1,,,,
"NQ25","عون بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"ام کلثوم بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,6,,,,,,
"NQ25","محمد بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"ام کلثوم بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,6,,,,,,
"NQ45","عبد الله الاكبر بن عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"ام هانى بنت على بن ابو طالب بن عبد المطلب","Quraysh","Qusayy","Hashim","Alid",,6,3,1,,,,
"NQ46","الصلت بن عبد الله بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,6,"امامة بنت على","Quraysh","Qusayy","Hashim","Alid",,6,,,,,,
"NQ45","عبد الرحمن بن عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"خديجة بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,6,2,,,,,
"NQ45","مسلم بن عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"رقية الكبرى بنت علي","Quraysh","Qusayy","Hashim","Alid",,6,3,,,,,
"NQ45","ابو الهياج/عبد الله بن ابو سفيان بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,6,"رملة بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,6,,,,,,
"NQ45","محمد بن عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"زينب الصغرى بنت على ","Quraysh","Qusayy","Hashim","Alid",,6,3,,,,,
"NQ25","عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"زينب بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,6,1,1,,,,
"NQ45","عبد الله الاكبر بن عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"ميمونة بنت على ","Quraysh","Qusayy","Hashim","Alid",,6,1,,,,,
"NQ80","عمر بن على","Quraysh","Qusayy","Hashim","Alid",,6,"اسماء بنت عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,2,1,,,,
"NQ51","عمرو بن على","Quraysh","Qusayy","Hashim","Alid",,6,"ام عبد الله بنت عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,,1,,,,
"NQ235","عبد الله بن عبد الرحمن بن العوام بن خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,6,"ام عمرو بن معتب بن ابو لهب بن عبد المطلب","Quraysh","Qusayy","Hashim",,,6,1,,,,,
"NQ23","عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,6,"ام كلثوم بنت محمد  ","Quraysh","Qusayy","Hashim",,,6,,,,,,
"NQ338","سلمة بن ابو سلمة بن عبد الاسد بن هلال بن عبد الله بن عمر بن مخزوم","Quraysh","Makhzum",,,,6,"بنت حمزة بن عبد المطلب","Quraysh","Qusayy","Hashim",,,6,,,,,,
"NQ22","عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,6,"رقية بنت محمد","Quraysh","Qusayy","Hashim",,,6,1,,,,,
"NQ50","عبد الله بن الزبير بن العوام","Quraysh","Qusayy","Asad","Zubayrid",,6,"ام الحسين بنت حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",7,1,1,,,,
"NQ59","ابراهيم بن عبد الرحمن بن عوف","Quraysh","Zuhra",,,,6,"سكينة بنت الحسين","Quraysh","Qusayy","Hashim","Alid","Husaynid",7,,,,,,
"NQ59","مصعب بن الزبير","Quraysh","Qusayy","Asad","Zubayrid",,6,"سكينة بنت الحسين","Quraysh","Qusayy","Hashim","Alid","Husaynid",7,,,,,,
"NQ76","محمد بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,6,"الشهباء ام عبد الرحمن بنت عبد الرحمن بن نوفل (بن الحارث بن عبد المطلب NQ86)","Quraysh","Qusayy","Hashim",,,7,2,4,,,,
"NQ29","على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,6,"ام ابيها بنت عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,7,1,,,,,
"NQ76","محمد بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,6,"ام جعفر بنت محمد بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,7,2,,,,,
"NQ171","يحيى بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,6,"ام كلثوم بنت محمد بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,7,2,,,,,
"NQ37","عبد الله بن معبد بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,6,"جمرة بنت عبد الله بن نوفل بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,7,1,,,,,
"NQ290","طلحة بن عمر بن عبيد الله بن معمر بن عثمان بن عمرو بن كعب","Quraysh","Taym b. Murra",,,,6,"فاطمة بنت القاسم بن محمد بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,8,1,1,,,,
"NQ37","عبيد الله بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,6,"ام محمد بنت معبد بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,,,,,,
"NQ32","عثمان بن عبيد الله بن حميد بن زهير بن الحارث بن اسد بن عبد العزى","Quraysh","Qusayy","Asad",,,7,"العالية بنت عبيد الله بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,6,1,,,,,
"NQ32","زيد بن حسن بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Hasanid",7,"لبابة بنت عبيد الله بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,6,,1,,,,
"NQ32","ابو سعيد بن عبد الرحمن بن الحارث بن هشام (بن المغيرة)","Quraysh","Makhzum",,,,7,"ميمونة بنت عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,6,2,,,,,
"NQ45","معاوية بن مروان بن الحكم بن العاص","Quraysh","Qusayy","Umayyad","Marwanid",,7,"رملة بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,6,,,,,,
"NQ46","المنذر بن عبيدة بن الزبير بن العوام","Quraysh","Qusayy","Asad","Zubayrid",,7,"فاطمة بنت على","Quraysh","Qusayy","Hashim","Alid",,6,2,,,,,
"NQ46","سعيد بن الاسود بن ابو البخترى ( بن هاشم بن الحارث بن اسد بن عبد العزى)","Quraysh","Qusayy","Asad",,,7,"فاطمة بنت على","Quraysh","Qusayy","Hashim","Alid",,6,,2,,,,
"NQ46","محمد بن ابو سعيد بن عقيل","Quraysh","Qusayy","Hashim",,,7,"فاطمة بنت على","Quraysh","Qusayy","Hashim","Alid",,6,,1,,,,
"NQ86","عبد الله بن الحارث بن نوفل","Quraysh","Qusayy","Hashim",,,7,"خلدة بنت معتب بن ابو لهب بن عبد المطلب بن هاشم","Quraysh","Qusayy","Hashim",,,6,1,,,,,
"NQ50","عمرو بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",7,"رملة بنت عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,1,,,,,
"NQ85","على بن زيد بن ركانة بن عبد يزيد بن هاشم بن المطلب بن عبد مناف","Quraysh","Qusayy",,,,7,"زينب بنت عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,,1,,,,
"NQ50","عمرو بن المندر بن الزبير بن العوام","Quraysh","Qusayy","Asad","Zubayrid",,7,"ام سلمة بنت الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",7,,,,,,
"NQ50","على بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",7,"ام عبد الله بنت الحسن","Quraysh","Qusayy","Hashim","Alid","Hasanid",7,3,,,,,
"NQ59","على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",7,"ام عبد الله بنت الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",7,4,,,,,
"NQ59","الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",7,"فاطمة بنت الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",7,,,,,,
"NQ79","عبيد الله بن العباس بن على","Quraysh","Qusayy","Hashim","Alid",,7,"ام ابيها بنت عبد الله بن معبد بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,7,1,1,,,,
"NQ33","ابراهيم بن عبد الله بن معبد (بن عباس بن عبد المطلب NQ37)","Quraysh","Qusayy","Hashim","Abbasid",,7,"ام محمد بنت عباس بن عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,7,2,,,,,
"NQ30","يحيى بن جعفر بن تمام بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,7,"اميمة بنت على بن عبد الله","Quraysh","Qusayy","Hashim","Abbasid",,7,,,,,,
"NQ76","ابو هاشم عبد الله بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,7,"فاطمة بنت محمد بن عبيد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,7,1,1,,,,
"NQ38","العباس الاكبر بن عبد الله بن معبد","Quraysh","Qusayy","Hashim","Abbasid",,7,"ام ابيها بنت محمد بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,7,1,,,,,
"NQ51","الحسين بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",7,"ام حبيب بنت عمرو بن على","Quraysh","Qusayy","Hashim","Alid",,7,,1,,,,
"NQ83","عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,7,"ام ابيها بنت عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,7,,,,,,
"NQ76","ابو هاشم عبد الله بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,7,"ام الحارث بنت الحارث بن نوفل بن الحارث (بن عبد المطلب)","Quraysh","Qusayy","Hashim",,,7,,2,,,,
"NQ82","القاسم بن محمد بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,7,"ام كلثوم بنت عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,7,,1,,,,
"NQ83","يزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,7,"ام محمد بنت عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,7,,,,,,
"NQ53","الحسين بن عبد الله بن عبيد الله بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,7,"ام القاسم بنت الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,,,,,,
"NQ52","ايوب بن سلمة بن عبد الله بن الوليد بن مغيرة ","Quraysh","Makhzum",,,,7,"فاطمة  بنت الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,,,,,,
"NQ52","معاوية بن عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,7,"فاطمة  بنت الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,2,2,,,,
"NQ53","جعفر بن مصعب بن الزبير","Quraysh","Qusayy","Asad","Zubayrid",,7,"مليكة بنت الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,,1,,,,
"NQ62","داوود بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,7,"ام الحسن بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,2,,,,,
"NQ62","محمد بن عمر بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,7,"خديجة بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,,,,,,
"NQ62","داوود بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,7,"فاطمة بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,,1,,,,
"NQ30","عبد الله بن الحسين بن عبد الله بن عبيد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,7,"ام عيسى الصغرى بنت على بن عبد الله","Quraysh","Qusayy","Hashim","Abbasid",,8,,,,,,
"NQ33","الحسن بن عبد الله بن عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,7,"ابنة الفضل الشاعر بن عباس بن عتبة بن ابو لهب بن عبد المطلب","Quraysh","Qusayy","Hashim",,,8,,1,,,,
"NQ30","محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,7,"ام الحكم بنت عبد الله/ببة بن الحارث بن نوفل بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,8,1,1,,,,
"NQ82","حمزة بن عبد الله بن الزبير بن العوام","Quraysh","Qusayy","Asad","Zubayrid",,7,"بنت القاسم بن محمد بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,8,,,,,,
"NQ241","حمزة بن عبد الله بن الزبير بن العوام بن خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad","Zubayrid",,7,"فاطمة بنت القاسم بن محمد بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,8,2,,,,,
"NQ53","عيسى بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,7,"ام كلثوم بنت محمد بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,,2,,,,
"NQ77","القاسم بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,7,"ام يعقوب بنت جعفر بن يعقوب بن عبد الله بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,9,2,1,,,,
"NQ55","عيسى بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,7,"زينب  بنت محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,,,,,,
"NQ133","الولید بن عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,7,"لبابة بنت عبيد الله بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,,,,,,
"NQ32","ابو السنابل بن عبد الله بن عامر (بن كريز بن ربيعة بن حبيب بن عبد شمس NQ149)","Quraysh","Qusayy",,,,8,"ميمونة بنت عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,6,,,,,,
"NQ45","عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,"نفيسة بنت تمام بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,6,,,,,,
"NQ46","ابو السنابل/عبد الرحمن بن عبد الله بن عامر (بن كريز بن ربيعة بن حبيب بن عبد شمس NQ129)","Quraysh","Qusayy",,,,8,"خديجة بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,6,,,,,,
